portfolio_id,desk_id,office_id,pf_category,start_date, sold ,country_code,euribor_rate,currency,libor_rate, bought ,creation_date,indicator_code,sell_date,type,hedge_value,status,return_p, absolute_return ,period_of_holding,start-create,start-sell,create-sell,returnf, return , abret/bought , diff_ret ,gain,interest_rate,principal_amount
PF00006453,DSK00005234,OFF00001001,D,5/9/2011,"123,200,000",Z,0.01244,EUR,,"122,672,676",5/9/2011,no_in_code,6/8/2011,E,no_hedge_value,no_status,6%,"527,324.46",30,0,30,30,6%,0.06276,0.00429863,0.05846137,114973738.9,93.724,237646414.9
PF00006458,DSK00005237,OFF00001001,D,5/11/2011,"39,380,000",Z,0.01244,EUR,,"39,211,445",5/11/2011,no_in_code,6/10/2011,E,no_hedge_value,no_status,6%,"168,555.50",30,0,30,30,6%,0.06276,0.00429863,0.05846137,36750534.71,93.724,75961979.71
PF00006459,DSK00005237,OFF00001001,D,5/11/2011,"11,000,000",Z,0.01244,EUR,,"10,952,917",5/11/2011,no_in_code,6/10/2011,E,no_hedge_value,no_status,6%,"47,082.54",30,0,30,30,6%,0.06276,0.00429863,0.05846137,10265511.93,93.724,21218428.93
PF00006486,DSK00005249,OFF00001002,C,5/13/2011,"49,500,000",M,0.01244,CHF,0.495492727,"49,460,785",5/13/2011,no_in_code,8/16/2011,E,no_hedge_value,TRUE,0%,"39,215.00",95,0,95,95,0%,0.00372,0.00079285,0.00292715,49276790.88,99.628,98737575.88
PF00006488,DSK00005246,OFF00001002,C,5/16/2011,"123,464,000",M,0.01244,CHF,0.495492727,"123,435,466",5/13/2011,no_in_code,6/17/2011,E,no_hedge_value,TRUE,0%,"28,533.90",35,-3,32,35,0%,0.00312,0.000231165,0.002888835,123050347.3,99.688,246485813.3
PF00006618,DSK00005309,OFF00001002,C,6/20/2011,"110,000,000",M,0.01223,CHF,0.537880455,"109,993,156",6/20/2011,no_in_code,6/27/2011,E,no_hedge_value,TRUE,0%,"6,844.44",7,0,7,7,0%,0.00384,0.000062226,0.003777774,109570782.3,99.616,219563938.3
PF00006620,DSK00005301,OFF00001002,C,6/20/2011,"137,500,000",M,0.01223,CHF,0.537880455,"137,459,896",6/20/2011,no_in_code,7/20/2011,E,no_hedge_value,TRUE,0%,"40,104.17",30,0,30,30,0%,0.0042,0.000291752,0.003908248,136882564.4,99.58,274342460.4
PF00006621,DSK00005309,OFF00001002,C,6/20/2011,"11,000,000",M,0.01223,CHF,0.537880455,"10,999,358",6/20/2011,no_in_code,6/27/2011,E,no_hedge_value,TRUE,0%,641.67,7,0,7,7,0%,0.0036,0.000058337,0.003541663,10959760.31,99.64,21959118.31
PF00006622,DSK00005311,OFF00001002,C,6/20/2011,"110,000,000",M,0.01223,CHF,0.537880455,"109,999,206",6/20/2011,no_in_code,6/21/2011,E,no_hedge_value,TRUE,0%,794.44,1,0,1,1,0%,0.00312,0.000007222,0.003112778,109656008.5,99.688,219655214.5
PF00006623,DSK00005305,OFF00001002,C,6/21/2011,"97,284,000",M,0.01223,CHF,0.537880455,"97,255,950",6/21/2011,no_in_code,7/20/2011,E,no_hedge_value,TRUE,0%,"28,050.31",29,0,29,29,0%,0.0043,0.000288417,0.00400677,96838217.51,99.5704813,194094167.5
PF00006624,DSK00005305,OFF00001002,C,6/21/2011,"103,070,000",M,0.01223,CHF,0.537880455,"103,034,784",6/21/2011,no_in_code,7/20/2011,E,no_hedge_value,TRUE,1%,"35,215.58",29,0,29,29,1%,0.00509,0.000341783,0.004747872,102510372.5,99.4910345,205545156.5
PF00006625,DSK00005312,OFF00001002,C,6/21/2011,"77,605,000",M,0.01223,CHF,0.537880455,"77,604,440",6/21/2011,no_in_code,6/22/2011,E,no_hedge_value,TRUE,0%,560.48,1,0,1,1,0%,0.00312,0.000007222,0.003112778,77362314.15,99.688,154966754.1
PF00006626,DSK00005313,OFF00001002,C,6/22/2011,"75,669,000",M,0.01223,CHF,0.537880455,"75,664,292",6/22/2011,no_in_code,6/29/2011,E,no_hedge_value,TRUE,0%,"4,708.29",7,0,7,7,0%,0.00384,0.000062226,0.003777774,75373741.12,99.616,151038033.1
PF00006627,DSK00005314,OFF00001002,C,6/22/2011,"55,000,000",M,0.01223,CHF,0.537880455,"54,996,058",6/22/2011,no_in_code,6/30/2011,E,no_hedge_value,TRUE,0%,"3,941.68",8,0,8,8,0%,0.00387,0.000071672,0.003798342,54783222.49,99.6129986,109779280.5
PF00006632,DSK00005318,OFF00001002,C,6/24/2011,"110,000,000",M,0.01223,CHF,0.537880455,"109,995,692",6/22/2011,no_in_code,6/27/2011,E,no_hedge_value,TRUE,1%,"4,308.37",5,-2,3,5,1%,0.00564,0.000039169,0.005600875,109375311.5,99.4359956,219371003.5
PF00006633,DSK00005319,OFF00001001,A,6/22/2011,"16,500,000",T,0.01223,USD,0.726875,"16,479,531",6/22/2011,no_in_code,7/27/2011,A,no_hedge_value,TRUE,2%,"20,468.95",35,0,35,35,2%,0.01626,0.001242083,0.015017917,16211573.83,98.374,32691104.83
PF00006634,DSK00005320,OFF00001002,B,6/22/2011,"44,000,000",U,0.01223,JPY,0.56,"43,993,181",6/22/2011,no_in_code,7/25/2011,F,no_hedge_value,TRUE,0%,"6,818.94",33,0,33,33,0%,0.00216,0.000155,0.002005,43898155.73,99.784,87891336.73
PF00006641,DSK00005324,OFF00001002,C,6/23/2011,"55,000,000",M,0.01223,CHF,0.537880455,"54,993,950",6/23/2011,no_in_code,7/5/2011,E,no_hedge_value,TRUE,0%,"6,050.00",12,0,12,12,0%,0.00396,0.000110012,0.003849988,54776173.96,99.604,109770124
PF00006636,DSK00005321,OFF00001002,C,6/23/2011,"237,919,000",M,0.01223,CHF,0.537880455,"237,917,282",6/23/2011,no_in_code,6/24/2011,E,no_hedge_value,TRUE,0%,"1,718.30",1,0,1,1,0%,0.00312,0.000007222,0.003112778,237174980.1,99.688,475092262.1
PF00006637,DSK00005321,OFF00001001,A,6/23/2011,"110,000,000",T,0.01223,USD,0.726875,"109,996,303",6/23/2011,no_in_code,6/24/2011,A,no_hedge_value,TRUE,1%,"3,697.10",1,0,1,1,1%,0.01452,0.000033611,0.014486389,108399156.7,98.548,218395459.7
PF00006639,DSK00005322,OFF00001002,C,6/23/2011,"55,000,000",M,0.01223,CHF,0.537880455,"54,994,103",6/23/2011,no_in_code,7/5/2011,E,no_hedge_value,TRUE,0%,"5,897.24",12,0,12,12,0%,0.00421,0.000107234,0.004103687,54762527.18,99.5789079,109756630.2
PF00006640,DSK00005323,OFF00001002,C,6/23/2011,"29,150,000",M,0.01223,CHF,0.537880455,"29,148,186",6/23/2011,no_in_code,7/1/2011,E,no_hedge_value,TRUE,0%,"1,813.78",8,0,8,8,0%,0.00384,0.000062226,0.003777774,29036256.97,99.616,58184442.97
PF00006642,DSK00005324,OFF00001002,C,6/23/2011,"63,965,000",M,0.01223,CHF,0.537880455,"63,957,964",6/23/2011,no_in_code,7/5/2011,E,no_hedge_value,TRUE,0%,"7,036.15",12,0,12,12,0%,0.00396,0.000110012,0.003849988,63704690.46,99.604,127662654.5
PF00006645,DSK00005318,OFF00001001,A,6/24/2011,"55,000,000",T,0.01223,USD,0.726875,"54,995,142",6/24/2011,no_in_code,6/27/2011,A,no_hedge_value,TRUE,1%,"4,857.90",3,0,3,3,1%,0.01272,0.000088333,0.012631667,54295603.79,98.728,109290745.8
PF00006647,DSK00005318,OFF00001002,C,6/24/2011,"275,000,000",M,0.01223,CHF,0.537880455,"274,994,042",6/24/2011,no_in_code,6/27/2011,E,no_hedge_value,TRUE,0%,"5,958.33",3,0,3,3,0%,0.00312,0.000021667,0.003098333,274136060.6,99.688,549130102.6
PF00006657,DSK00005327,OFF00001002,C,6/27/2011,"16,500,000",M,0.01223,CHF,0.537880455,"16,499,138",6/27/2011,no_in_code,7/1/2011,E,no_hedge_value,TRUE,1%,861.68,4,0,4,4,1%,0.00564,0.000052226,0.005587841,16406081.76,99.4359933,32905219.76
PF00006652,DSK00005325,OFF00001002,C,6/24/2011,"220,000,000",M,0.01223,CHF,0.537880455,"219,988,267",6/24/2011,no_in_code,6/30/2011,E,no_hedge_value,TRUE,0%,"11,733.33",6,0,6,6,0%,0.00384,0.000053336,0.003786664,219143512.1,99.616,439131779.1
PF00006653,DSK00005318,OFF00001002,C,6/24/2011,"275,000,000",M,0.01223,CHF,0.537880455,"274,994,042",6/24/2011,no_in_code,6/27/2011,E,no_hedge_value,TRUE,0%,"5,958.33",3,0,3,3,0%,0.00312,0.000021667,0.003098333,274136060.6,99.688,549130102.6
PF00006659,DSK00005329,OFF00001002,C,6/27/2011,"275,000,000",M,0.01223,CHF,0.537880455,"274,998,014",6/27/2011,no_in_code,6/28/2011,E,no_hedge_value,TRUE,0%,"1,986.11",1,0,1,1,0%,0.00312,0.000007222,0.003112778,274140020.2,99.688,549138034.2
PF00006662,DSK00005327,OFF00001002,C,6/27/2011,"16,500,000",M,0.01223,CHF,0.537880455,"16,499,450",6/27/2011,no_in_code,7/1/2011,E,no_hedge_value,TRUE,0%,550,4,0,4,4,0%,0.0036,0.000033334,0.003566666,16440051.98,99.64,32939501.98
PF00006666,DSK00005331,OFF00001002,C,6/27/2011,"8,250,000",M,0.01223,CHF,0.537880455,"8,239,259",6/27/2011,no_in_code,10/14/2011,E,no_hedge_value,TRUE,1%,"10,741.04",109,0,109,109,1%,0.00516,0.001303642,0.003856358,8196744.424,99.484,16436003.42
PF00006667,DSK00005329,OFF00001002,C,6/27/2011,"82,500,000",M,0.01223,CHF,0.537880455,"82,499,313",6/27/2011,no_in_code,6/28/2011,E,no_hedge_value,TRUE,0%,687.5,1,0,1,1,0%,0.0036,0.000008333,0.003591667,82202315.47,99.64,164701628.5
PF00006668,DSK00005329,OFF00001002,C,6/27/2011,"252,758,000",M,0.01223,CHF,0.537880455,"252,755,894",6/27/2011,no_in_code,6/28/2011,E,no_hedge_value,TRUE,0%,"2,106.32",1,0,1,1,0%,0.0036,0.000008333,0.003591667,251845972.8,99.64,504601866.8
PF00006669,DSK00005332,OFF00001002,C,6/28/2011,"8,250,000",M,0.01223,CHF,0.537880455,"8,239,286",6/28/2011,no_in_code,10/14/2011,E,no_hedge_value,TRUE,1%,"10,713.58",108,0,108,108,1%,0.00519,0.001300304,0.003894158,8196487.342,99.4805538,16435773.34
PF00006670,DSK00005333,OFF00001002,C,6/28/2011,"55,000,000",M,0.01223,CHF,0.537880455,"54,996,394",6/28/2011,no_in_code,7/5/2011,E,no_hedge_value,TRUE,0%,"3,605.57",7,0,7,7,0%,0.00405,0.00006556,0.003980168,54773893.55,99.5954272,109770287.5
PF00006696,DSK00005346,OFF00001002,C,7/1/2011,"165,000,000",M,0.01332,CHF,0.531492857,"164,989,413",7/1/2011,no_in_code,7/8/2011,E,no_hedge_value,TRUE,0%,"10,587.50",7,0,7,7,0%,0.00396,0.000064171,0.003895829,164336054.9,99.604,329325467.9
PF00006697,DSK00005347,OFF00001002,C,7/1/2011,"143,000,000",M,0.01332,CHF,0.531492857,"142,993,843",7/1/2011,no_in_code,7/6/2011,E,no_hedge_value,TRUE,0%,"6,156.94",5,0,5,5,0%,0.00372,0.000043057,0.003676943,142461905.9,99.628,285455748.9
PF00006698,DSK00005348,OFF00001001,A,7/1/2011,"55,000,000",T,0.01332,USD,0.745226191,"54,994,684",7/1/2011,no_in_code,7/4/2011,A,no_hedge_value,TRUE,1%,"5,316.15",3,0,3,3,1%,0.01392,0.000096667,0.013823333,54229158,98.608,109223842
PF00006699,DSK00005349,OFF00001002,C,7/1/2011,"495,000,000",M,0.01332,CHF,0.531492857,"494,985,700",7/1/2011,no_in_code,7/5/2011,E,no_hedge_value,TRUE,0%,"14,300.00",4,0,4,4,0%,0.00312,0.00002889,0.00309111,493441344.6,99.688,988427044.6
PF00006766,DSK00005384,OFF00001001,D,7/12/2011,"12,430,000",Z,0.01332,EUR,,"12,375,031",7/12/2011,no_in_code,8/12/2011,E,no_hedge_value,no_status,6%,"54,968.87",31,0,31,31,6%,0.06276,0.004441918,0.058318082,11598374.05,93.724,23973405.05
PF00006767,DSK00005384,OFF00001001,D,7/12/2011,"25,300,000",Z,0.01332,EUR,,"25,188,116",7/12/2011,no_in_code,8/12/2011,E,no_hedge_value,no_status,6%,"111,883.54",31,0,31,31,6%,0.06276,0.004441918,0.058318082,23607309.84,93.724,48795425.84
PF00006981,DSK00005469,OFF00001002,C,8/1/2011,"406,978,000",M,0.01434,CHF,0.358681304,"406,973,817",8/1/2011,no_in_code,8/2/2011,E,no_hedge_value,TRUE,0%,"4,182.83",1,0,1,1,0%,0.00444,0.000010278,0.004429722,405166853.3,99.556,812140670.3
PF00006982,DSK00005469,OFF00001002,C,8/1/2011,"99,000,000",M,0.01434,CHF,0.358681304,"98,998,900",8/1/2011,no_in_code,8/2/2011,E,no_hedge_value,TRUE,0%,"1,100.00",1,0,1,1,0%,0.0048,0.000011111,0.004788889,98523705.28,99.52,197522605.3
PF00006984,DSK00005469,OFF00001002,C,8/1/2011,"165,000,000",M,0.01434,CHF,0.358681304,"164,998,167",8/1/2011,no_in_code,8/2/2011,E,no_hedge_value,TRUE,0%,"1,833.33",1,0,1,1,0%,0.0048,0.000011111,0.004788889,164206175.8,99.52,329204342.8
PF00006986,DSK00005471,OFF00001002,C,8/1/2011,"55,000,000",M,0.01434,CHF,0.358681304,"54,994,088",8/1/2011,no_in_code,8/10/2011,E,no_hedge_value,TRUE,1%,"5,912.50",9,0,9,9,1%,0.00516,0.000107512,0.005052488,54710318.51,99.484,109704406.5
PF00006992,DSK00005473,OFF00001001,A,8/2/2011,"15,950,000",T,0.01434,USD,0.744516522,"15,946,558",8/2/2011,no_in_code,8/9/2011,A,no_hedge_value,TRUE,1%,"3,441.80",7,0,7,7,1%,0.01332,0.000215833,0.013104167,15734149.85,98.668,31680707.85
PF00006993,DSK00005474,OFF00001001,A,8/2/2011,"66,000,000",T,0.01434,USD,0.744516522,"65,962,621",8/2/2011,no_in_code,8/17/2011,A,no_hedge_value,TRUE,2%,"37,378.82",15,0,15,15,2%,0.01632,0.000566667,0.015753333,64886111.03,98.368,130848732
PF00006989,DSK00005472,OFF00001002,C,8/1/2011,"55,000,000",M,0.01434,CHF,0.358681304,"54,989,489",8/1/2011,no_in_code,8/17/2011,E,no_hedge_value,TRUE,1%,"10,511.11",16,0,16,16,1%,0.00516,0.000191148,0.004968852,54705743.24,99.484,109695232.2
PF00006990,DSK00005472,OFF00001002,C,8/1/2011,"27,500,000",M,0.01434,CHF,0.358681304,"27,494,744",8/1/2011,no_in_code,8/17/2011,E,no_hedge_value,TRUE,1%,"5,255.56",16,0,16,16,1%,0.00516,0.000191148,0.004968852,27352871.12,99.484,54847615.12
PF00006991,DSK00005469,OFF00001002,C,8/1/2011,"92,246,000",M,0.01434,CHF,0.358681304,"92,244,975",8/1/2011,no_in_code,8/2/2011,E,no_hedge_value,TRUE,0%,"1,024.96",1,0,1,1,0%,0.0048,0.000011111,0.004788889,91802199.12,99.52,184047174.1
PF00007012,DSK00005478,OFF00001001,D,8/3/2011,"49,500,000",Z,0.01434,EUR,,"49,267,041",8/3/2011,no_in_code,9/5/2011,E,no_hedge_value,no_status,6%,"232,958.87",33,0,33,33,6%,0.06276,0.004728493,0.058031507,46175041.51,93.724,95442082.51
PF00006998,DSK00005475,OFF00001002,C,8/2/2011,"220,000,000",M,0.01434,CHF,0.358681304,"219,997,556",8/2/2011,no_in_code,8/3/2011,E,no_hedge_value,TRUE,0%,"2,444.44",1,0,1,1,0%,0.0048,0.000011111,0.004788889,218941567.7,99.52,438939123.7
PF00006999,DSK00005475,OFF00001002,C,8/2/2011,"143,000,000",M,0.01434,CHF,0.358681304,"142,998,252",8/2/2011,no_in_code,8/3/2011,E,no_hedge_value,TRUE,1%,"1,747.78",1,0,1,1,1%,0.00528,0.000012222,0.005267778,142243221.2,99.472,285241473.2
PF00007000,DSK00005476,OFF00001002,C,8/2/2011,"49,500,000",M,0.01434,CHF,0.358681304,"49,493,125",8/2/2011,no_in_code,8/12/2011,E,no_hedge_value,TRUE,1%,"6,875.00",10,0,10,10,1%,0.006,0.000138908,0.005861092,49196166.25,99.4,98689291.25
PF00007001,DSK00005475,OFF00001002,C,8/2/2011,"137,500,000",M,0.01434,CHF,0.358681304,"137,498,319",8/2/2011,no_in_code,8/3/2011,E,no_hedge_value,TRUE,1%,"1,680.56",1,0,1,1,1%,0.00528,0.000012222,0.005267778,136772327.9,99.472,274270646.9
PF00007002,DSK00005475,OFF00001002,C,8/2/2011,"27,500,000",M,0.01434,CHF,0.358681304,"27,499,664",8/2/2011,no_in_code,8/3/2011,E,no_hedge_value,TRUE,1%,336.11,1,0,1,1,1%,0.00528,0.000012222,0.005267778,27354465.77,99.472,54854129.77
PF00007003,DSK00005475,OFF00001002,C,8/2/2011,"82,500,000",M,0.01434,CHF,0.358681304,"82,498,900",8/2/2011,no_in_code,8/3/2011,E,no_hedge_value,TRUE,1%,"1,100.00",1,0,1,1,1%,0.00576,0.000013334,0.005746666,82023706.34,99.424,164522606.3
PF00007004,DSK00005476,OFF00001002,C,8/2/2011,"13,200,000",M,0.01434,CHF,0.358681304,"13,198,167",8/2/2011,no_in_code,8/12/2011,E,no_hedge_value,TRUE,1%,"1,833.33",10,0,10,10,1%,0.006,0.000138908,0.005861092,13118978,99.4,26317145
PF00007005,DSK00005475,OFF00001002,C,8/2/2011,"145,035,000",M,0.01434,CHF,0.358681304,"145,033,187",8/2/2011,no_in_code,8/3/2011,E,no_hedge_value,TRUE,1%,"1,812.94",1,0,1,1,1%,0.0054,0.0000125,0.0053875,144250007.8,99.46,289283194.8
PF00007007,DSK00005475,OFF00001002,C,8/2/2011,"143,220,000",M,0.01434,CHF,0.358681304,"143,218,090",8/2/2011,no_in_code,8/3/2011,E,no_hedge_value,TRUE,1%,"1,909.60",1,0,1,1,1%,0.00576,0.000013334,0.005746666,142393153.8,99.424,285611243.8
PF00007008,DSK00005477,OFF00001001,D,8/3/2011,"57,200,000",Z,0.01434,EUR,,"56,930,803",8/3/2011,no_in_code,9/5/2011,E,no_hedge_value,no_status,6%,"269,196.91",33,0,33,33,6%,0.06276,0.004728493,0.058031507,53357825.8,93.724,110288628.8
PF00007009,DSK00005477,OFF00001001,D,8/3/2011,"38,500,000",Z,0.01434,EUR,,"38,318,810",8/3/2011,no_in_code,9/5/2011,E,no_hedge_value,no_status,6%,"181,190.23",33,0,33,33,6%,0.06276,0.004728493,0.058031507,35913921.48,93.724,74232731.48
PF00007014,DSK00005479,OFF00001002,C,8/3/2011,"5,500,000",M,0.01434,CHF,0.358681304,"5,499,465",8/3/2011,no_in_code,8/10/2011,E,no_hedge_value,TRUE,1%,534.72,7,0,7,7,1%,0.006,0.000097231,0.005902769,5466468.21,99.4,10965933.21
PF00007015,DSK00005480,OFF00001001,A,8/3/2011,"26,730,000",T,0.01434,USD,0.744516522,"26,729,176",8/3/2011,no_in_code,8/4/2011,A,no_hedge_value,TRUE,1%,824.15,1,0,1,1,1%,0.01332,0.000030833,0.013289167,26373143.38,98.668,53102319.38
PF00007016,DSK00005480,OFF00001001,A,8/3/2011,"138,270,000",T,0.01434,USD,0.744516522,"138,265,737",8/3/2011,no_in_code,8/4/2011,A,no_hedge_value,TRUE,1%,"4,263.19",1,0,1,1,1%,0.01332,0.000030833,0.013289167,136424037.4,98.668,274689774.4
PF00007017,DSK00005480,OFF00001002,C,8/3/2011,"522,533,000",M,0.01434,CHF,0.358681304,"522,527,194",8/3/2011,no_in_code,8/4/2011,E,no_hedge_value,TRUE,0%,"5,805.92",1,0,1,1,0%,0.0048,0.000011111,0.004788889,520019063.5,99.52,1042546257
PF00007018,DSK00005480,OFF00001002,C,8/3/2011,"192,467,000",M,0.01434,CHF,0.358681304,"192,464,861",8/3/2011,no_in_code,8/4/2011,E,no_hedge_value,TRUE,0%,"2,138.52",1,0,1,1,0%,0.0048,0.000011111,0.004788889,191541029.7,99.52,384005890.7
PF00007019,DSK00005480,OFF00001002,C,8/3/2011,"330,000,000",M,0.01434,CHF,0.358681304,"329,996,333",8/3/2011,no_in_code,8/4/2011,E,no_hedge_value,TRUE,0%,"3,666.67",1,0,1,1,0%,0.0048,0.000011111,0.004788889,328412350.6,99.52,658408683.6
PF00007020,DSK00005480,OFF00001002,C,8/3/2011,"330,000,000",M,0.01434,CHF,0.358681304,"329,995,967",8/3/2011,no_in_code,8/4/2011,E,no_hedge_value,TRUE,1%,"4,033.33",1,0,1,1,1%,0.00528,0.000012222,0.005267778,328253588.3,99.472,658249555.3
PF00007021,DSK00005479,OFF00001002,C,8/3/2011,"82,500,000",M,0.01434,CHF,0.358681304,"82,492,460",8/3/2011,no_in_code,8/10/2011,E,no_hedge_value,TRUE,1%,"7,539.58",7,0,7,7,1%,0.00564,0.000091397,0.005548603,82027202.53,99.436,164519662.5
PF00007023,DSK00005479,OFF00001002,C,8/3/2011,"28,600,000",M,0.01434,CHF,0.358681304,"28,597,386",8/3/2011,no_in_code,8/10/2011,E,no_hedge_value,TRUE,1%,"2,613.72",7,0,7,7,1%,0.00564,0.000091397,0.005548603,28436096.74,99.436,57033482.74
PF00007024,DSK00005479,OFF00001002,C,8/3/2011,"11,000,000",M,0.01434,CHF,0.358681304,"10,998,995",8/3/2011,no_in_code,8/10/2011,E,no_hedge_value,TRUE,1%,"1,005.28",7,0,7,7,1%,0.00564,0.000091397,0.005548603,10936960.67,99.436,21935955.67
PF00007025,DSK00005481,OFF00001002,C,8/4/2011,"38,236,000",M,0.01434,CHF,0.358681304,"38,232,665",8/4/2011,no_in_code,8/10/2011,E,no_hedge_value,TRUE,1%,"3,335.04",6,0,6,6,1%,0.00628,0.00008723,0.006192797,37992562.83,99.3719973,76225227.83
PF00007028,DSK00005482,OFF00001001,A,8/4/2011,"55,000,000",T,0.01434,USD,0.744516522,"54,998,304",8/4/2011,no_in_code,8/5/2011,A,no_hedge_value,TRUE,1%,"1,695.78",1,0,1,1,1%,0.01332,0.000030833,0.013289167,54265726.59,98.668,109264030.6
PF00007031,DSK00005482,OFF00001002,C,8/4/2011,"440,000,000",M,0.01434,CHF,0.358681304,"439,995,478",8/4/2011,no_in_code,8/5/2011,E,no_hedge_value,TRUE,0%,"4,522.22",1,0,1,1,0%,0.00444,0.000010278,0.004429722,438041898.1,99.556,878037376.1
PF00007032,DSK00005482,OFF00001002,C,8/4/2011,"110,000,000",M,0.01434,CHF,0.358681304,"109,998,869",8/4/2011,no_in_code,8/5/2011,E,no_hedge_value,TRUE,0%,"1,130.56",1,0,1,1,0%,0.00444,0.000010278,0.004429722,109510474,99.556,219509343
PF00007033,DSK00005483,OFF00001002,C,8/4/2011,"110,000,000",M,0.01434,CHF,0.358681304,"109,972,408",8/4/2011,no_in_code,8/25/2011,E,no_hedge_value,TRUE,1%,"27,591.67",21,0,21,21,1%,0.00516,0.000250896,0.004909104,109404950.4,99.484,219377358.4
PF00006708,DSK00005353,OFF00001001,A,7/4/2011,"55,011,000",T,0.01332,USD,0.745226191,"55,009,380",7/4/2011,no_in_code,7/5/2011,A,no_hedge_value,TRUE,1%,"1,619.72",1,0,1,1,1%,0.01272,0.000029444,0.012690556,54309660.69,98.728,109319040.7
PF00006709,DSK00005337,OFF00001002,C,7/4/2011,"80,487,000",M,0.01332,CHF,0.531492857,"80,482,260",7/4/2011,no_in_code,7/5/2011,E,no_hedge_value,TRUE,0%,"4,739.81",1,0,1,1,0%,0.00424,0.000058893,0.004181122,80141014.01,99.5759985,160623274
PF00006711,DSK00005354,OFF00001002,C,7/5/2011,"27,500,000",M,0.01332,CHF,0.531492857,"27,492,078",7/5/2011,no_in_code,8/1/2011,E,no_hedge_value,TRUE,0%,"7,921.64",27,0,27,27,0%,0.00461,0.000288143,0.00432081,27365368.3,99.5391047,54857446.3
PF00006712,DSK00005355,OFF00001002,C,7/5/2011,"192,500,000",M,0.01332,CHF,0.531492857,"192,488,022",7/5/2011,no_in_code,7/12/2011,E,no_hedge_value,TRUE,0%,"11,977.78",7,0,7,7,0%,0.00384,0.000062226,0.003777774,191748868,99.616,384236890
PF00006715,DSK00005358,OFF00001001,A,7/5/2011,"66,000,000",T,0.01332,USD,0.745226191,"65,967,163",7/5/2011,no_in_code,7/19/2011,A,no_hedge_value,TRUE,2%,"32,836.99",14,0,14,14,2%,0.01536,0.000497778,0.014862222,64953907.38,98.464,130921070.4
PF00006716,DSK00005357,OFF00001001,A,7/5/2011,"44,000,000",T,0.01332,USD,0.745226191,"43,998,839",7/5/2011,no_in_code,7/6/2011,A,no_hedge_value,TRUE,1%,"1,161.08",1,0,1,1,1%,0.0114,0.000026389,0.011373611,43497252.24,98.86,87496091.24
PF00006717,DSK00005359,OFF00001001,A,7/6/2011,"44,000,000",T,0.01332,USD,0.745226191,"43,979,672",7/5/2011,no_in_code,7/19/2011,A,no_hedge_value,TRUE,2%,"20,328.38",14,-1,13,14,2%,0.01536,0.000462222,0.014897778,43304144.24,98.464,87283816.24
PF00006718,DSK00005357,OFF00001002,C,7/5/2011,"154,176,000",M,0.01332,CHF,0.531492857,"154,174,929",7/5/2011,no_in_code,7/6/2011,E,no_hedge_value,TRUE,0%,"1,070.67",1,0,1,1,0%,0.003,0.000006945,0.002993055,153712404.2,99.7,307887333.2
PF00006721,DSK00005360,OFF00001002,C,7/5/2011,"110,000,000",M,0.01332,CHF,0.531492857,"109,983,378",7/5/2011,no_in_code,7/22/2011,E,no_hedge_value,TRUE,0%,"16,622.22",17,0,17,17,0%,0.00384,0.000151134,0.003688866,109561041.8,99.616,219544419.8
PF00006723,DSK00005362,OFF00001002,C,7/6/2011,"110,000,000",M,0.01332,CHF,0.531492857,"109,983,714",7/6/2011,no_in_code,7/22/2011,E,no_hedge_value,TRUE,0%,"16,286.16",16,0,16,16,0%,0.004,0.000148078,0.003849434,109544052.8,99.6002488,219527766.8
PF00006724,DSK00005363,OFF00001001,A,7/6/2011,"44,000,000",T,0.01332,USD,0.745226191,"43,998,851",7/6/2011,no_in_code,7/7/2011,A,no_hedge_value,TRUE,1%,"1,148.86",1,0,1,1,1%,0.01128,0.000026111,0.011253889,43502543.96,98.872,87501394.96
PF00006727,DSK00005363,OFF00001002,C,7/6/2011,"405,812,000",M,0.01332,CHF,0.531492857,"405,809,295",7/6/2011,no_in_code,7/7/2011,E,no_hedge_value,TRUE,0%,"2,705.41",1,0,1,1,0%,0.00288,0.000006667,0.002873333,404640564.2,99.712,810449859.2
PF00006728,DSK00005364,OFF00001002,C,7/6/2011,"88,000,000",M,0.01332,CHF,0.531492857,"87,990,613",7/6/2011,no_in_code,7/18/2011,E,no_hedge_value,TRUE,0%,"9,386.70",12,0,12,12,0%,0.00419,0.000106678,0.004082427,87622011.08,99.5810895,175612624.1
PF00006729,DSK00005365,OFF00001002,C,7/6/2011,"110,000,000",M,0.01332,CHF,0.531492857,"109,987,258",7/6/2011,no_in_code,7/19/2011,E,no_hedge_value,TRUE,0%,"12,741.71",13,0,13,13,0%,0.00417,0.000115847,0.004054167,109528609.6,99.5829986,219515867.6
PF00006730,DSK00005366,OFF00001002,C,7/6/2011,"159,929,000",M,0.01332,CHF,0.531492857,"159,927,889",7/6/2011,no_in_code,7/8/2011,E,no_hedge_value,TRUE,0%,"1,110.62",2,0,2,2,0%,0.003,0.000006945,0.002993055,159448105.3,99.7,319375994.3
PF00006732,DSK00005367,OFF00001001,A,7/7/2011,"26,202,000",T,0.01332,USD,0.745226191,"26,195,771",7/7/2011,no_in_code,7/15/2011,A,no_hedge_value,TRUE,1%,"6,228.77",8,0,8,8,1%,0.01284,0.000237778,0.012602222,25859417.3,98.716,52055188.3
