portfolio_id,desk_id
PF00008099,DSK00005865
PF00008061,DSK00005853
PF00008062,DSK00005853
PF00008063,DSK00005853
PF00008064,DSK00005853
PF00008065,DSK00005853
PF00008067,DSK00005856
PF00008068,DSK00005856
PF00008070,DSK00005856
PF00008072,DSK00005856
PF00008073,DSK00005856
PF00008074,DSK00005856
PF00008075,DSK00005857
PF00008076,DSK00005858
PF00008101,DSK00005867
PF00008112,DSK00005870
PF00008113,DSK00005869
PF00008114,DSK00005869
PF00008115,DSK00005869
PF00008117,DSK00005872
PF00008119,DSK00005874
PF00008120,DSK00005875
PF00008122,DSK00005871
PF00008123,DSK00005871
PF00008128,DSK00005871
PF00008129,DSK00005871
PF00008130,DSK00005871
PF00008132,DSK00005877
PF00008134,DSK00005878
PF00008135,DSK00005879
PF00008139,DSK00005881
PF00008158,DSK00005888
PF00008141,DSK00005881
PF00008142,DSK00005881
PF00008144,DSK00005882
PF00008145,DSK00005881
PF00008147,DSK00005881
PF00008149,DSK00005881
PF00008164,DSK00005887
PF00008161,DSK00005887
PF00008173,DSK00005889
PF00008165,DSK00005887
PF00008166,DSK00005887
PF00008168,DSK00005887
PF00008170,DSK00005887
PF00008176,DSK00005892
PF00008178,DSK00005894
PF00008179,DSK00005895
PF00008182,DSK00005895
PF00008183,DSK00005895
PF00008184,DSK00005895
PF00008185,DSK00005895
PF00008186,DSK00005895
PF00008192,DSK00005897
PF00008193,DSK00005897
PF00008194,DSK00005898
PF00008195,DSK00005899
PF00008220,DSK00005905
PF00008222,DSK00005905
PF00008224,DSK00005905
PF00008225,DSK00005905
PF00008229,DSK00005909
PF00008231,DSK00005909
PF00008232,DSK00005909
PF00008234,DSK00005909
PF00008250,DSK00005918
PF00008251,DSK00005918
PF00008252,DSK00005918
PF00008264,DSK00005925
PF00008265,DSK00005925
PF00007948,DSK00005815
PF00007949,DSK00005821
PF00007950,DSK00005822
PF00007954,DSK00005821
PF00007955,DSK00005821
PF00007957,DSK00005821
PF00007964,DSK00005819
PF00007965,DSK00005826
PF00007966,DSK00005826
PF00007967,DSK00005826
PF00007969,DSK00005825
PF00007972,DSK00005826
PF00007973,DSK00005826
PF00007974,DSK00005827
PF00007975,DSK00005828
PF00007976,DSK00005827
PF00007977,DSK00005827
PF00007978,DSK00005827
PF00007980,DSK00005827
PF00007982,DSK00005827
PF00007985,DSK00005829
PF00007989,DSK00005829
PF00007991,DSK00005831
PF00007994,DSK00005829
PF00007995,DSK00005829
PF00007999,DSK00005835
PF00008000,DSK00005835
PF00008003,DSK00005835
PF00008005,DSK00005835
PF00008007,DSK00005835
PF00008008,DSK00005835
PF00008014,DSK00005830
PF00008019,DSK00005840
PF00008020,DSK00005840
PF00008023,DSK00005840
PF00008024,DSK00005840
PF00008025,DSK00005840
PF00008027,DSK00005841
PF00008028,DSK00005842
PF00008029,DSK00005842
PF00008081,DSK00005861
PF00008082,DSK00005862
PF00008189,DSK00005895
PF00008187,DSK00005896
PF00008188,DSK00005895
PF00008190,DSK00005895
PF00008196,DSK00005888
PF00008197,DSK00005900
PF00008198,DSK00005888
PF00008199,DSK00005900
PF00008201,DSK00005900
PF00008202,DSK00005900
PF00008203,DSK00005900
PF00008206,DSK00005900
PF00008207,DSK00005900
PF00008212,DSK00005904
PF00008213,DSK00005905
PF00008215,DSK00005907
PF00008216,DSK00005905
PF00008217,DSK00005905
PF00008219,DSK00005905
PF00008235,DSK00005910
PF00008236,DSK00005911
PF00008267,DSK00005925
PF00008010,DSK00005837
PF00008155,DSK00005886
PF00008270,DSK00005925
PF00008210,DSK00005902
PF00008211,DSK00005903
PF00008271,DSK00005926
PF00008285,DSK00005931
PF00008291,DSK00005935
PF00008292,DSK00005936
PF00008293,DSK00005937
PF00008294,DSK00005938
PF00008299,DSK00005938
PF00008300,DSK00005938
PF00008301,DSK00005938
PF00008303,DSK00005938
PF00008304,DSK00005938
PF00008305,DSK00005938
PF00008307,DSK00005940
PF00008309,DSK00005941
PF00008319,DSK00005942
PF00008333,DSK00005946
PF00008334,DSK00005947
PF00008336,DSK00005948
PF00008337,DSK00005948
PF00008338,DSK00005948
PF00008342,DSK00005949
PF00008343,DSK00005950
PF00008344,DSK00005951
PF00008345,DSK00005951
PF00008346,DSK00005951
PF00008347,DSK00005951
PF00008348,DSK00005951
PF00008349,DSK00005951
PF00008350,DSK00005951
PF00008352,DSK00005951
PF00008354,DSK00005951
PF00008355,DSK00005952
PF00008359,DSK00005955
PF00008053,DSK00005850
PF00008054,DSK00005850
PF00008056,DSK00005851
PF00008150,DSK00005883
PF00008242,DSK00005917
PF00008243,DSK00005907
PF00008253,DSK00005918
PF00008254,DSK00005918
PF00008273,DSK00005928
PF00008274,DSK00005928
PF00008275,DSK00005929
PF00008278,DSK00005929
PF00008279,DSK00005929
PF00008280,DSK00005929
PF00008281,DSK00005929
PF00008282,DSK00005929
PF00008286,DSK00005932
PF00008287,DSK00005932
PF00008360,DSK00005954
PF00008362,DSK00005954
PF00008364,DSK00005954
PF00008365,DSK00005954
PF00008366,DSK00005954
PF00008367,DSK00005956
PF00008368,DSK00005957
PF00008370,DSK00005959
PF00008372,DSK00005961
PF00008373,DSK00005962
PF00008379,DSK00005963
PF00008380,DSK00005963
PF00008381,DSK00005963
PF00008382,DSK00005963
PF00008384,DSK00005964
PF00008385,DSK00005964
PF00008386,DSK00005964
PF00011744,no_desk_id
PF00012219,no_desk_id
PF00012220,no_desk_id
PF00012227,no_desk_id
PF00012228,no_desk_id
PF00012234,no_desk_id
PF00012235,no_desk_id
PF00012245,no_desk_id
PF00012247,no_desk_id
PF00012259,no_desk_id
PF00012263,no_desk_id
PF00012268,no_desk_id
PF00012269,no_desk_id
PF00012271,no_desk_id
PF00012272,no_desk_id
PF00012273,no_desk_id
PF00012275,no_desk_id
PF00012276,no_desk_id
PF00012279,no_desk_id
PF00012280,no_desk_id
PF00012282,no_desk_id
PF00012283,no_desk_id
PF00012284,no_desk_id
PF00012286,no_desk_id
PF00012287,no_desk_id
PF00012288,no_desk_id
PF00012292,no_desk_id
PF00012300,no_desk_id
PF00012302,no_desk_id
PF00010479,no_desk_id
PF00010486,no_desk_id
PF00010487,no_desk_id
PF00010488,no_desk_id
PF00010489,no_desk_id
PF00010545,no_desk_id
PF00010547,no_desk_id
PF00010583,no_desk_id
PF00010552,no_desk_id
PF00010553,no_desk_id
PF00010554,no_desk_id
PF00010555,no_desk_id
PF00010580,no_desk_id
PF00010584,no_desk_id
PF00010593,no_desk_id
PF00010594,no_desk_id
PF00010605,no_desk_id
PF00010606,no_desk_id
PF00010608,no_desk_id
PF00010615,no_desk_id
PF00010618,no_desk_id
PF00010621,no_desk_id
PF00010624,no_desk_id
PF00008418,DSK00005975
PF00011945,no_desk_id
PF00011946,no_desk_id
PF00011947,no_desk_id
PF00011948,no_desk_id
PF00011949,no_desk_id
PF00011952,no_desk_id
PF00011953,no_desk_id
PF00011954,no_desk_id
PF00011960,no_desk_id
PF00011961,no_desk_id
PF00011964,no_desk_id
PF00011975,no_desk_id
PF00011977,no_desk_id
PF00011978,no_desk_id
PF00011979,no_desk_id
PF00011980,no_desk_id
PF00011982,no_desk_id
PF00011983,no_desk_id
PF00011984,no_desk_id
PF00011987,no_desk_id
PF00011988,no_desk_id
PF00011990,no_desk_id
PF00011991,no_desk_id
PF00011992,no_desk_id
PF00011994,no_desk_id
PF00011995,no_desk_id
PF00011999,no_desk_id
PF00012005,no_desk_id
PF00010166,no_desk_id
PF00010184,no_desk_id
PF00010185,no_desk_id
PF00010189,no_desk_id
PF00010190,no_desk_id
PF00010193,no_desk_id
PF00010216,no_desk_id
PF00010217,no_desk_id
PF00010218,no_desk_id
PF00010219,no_desk_id
PF00010220,no_desk_id
PF00010221,no_desk_id
PF00010224,no_desk_id
PF00010225,no_desk_id
PF00010226,no_desk_id
PF00010227,no_desk_id
PF00010229,no_desk_id
PF00010233,no_desk_id
PF00010260,no_desk_id
PF00010261,no_desk_id
PF00010263,no_desk_id
PF00010264,no_desk_id
PF00010266,no_desk_id
PF00010303,no_desk_id
PF00010304,no_desk_id
PF00010305,no_desk_id
PF00010306,no_desk_id
PF00011783,no_desk_id
PF00011784,no_desk_id
PF00011785,no_desk_id
PF00011792,no_desk_id
PF00011793,no_desk_id
PF00011794,no_desk_id
PF00011795,no_desk_id
PF00011796,no_desk_id
PF00011807,no_desk_id
PF00011808,no_desk_id
PF00011809,no_desk_id
PF00011813,no_desk_id
PF00011814,no_desk_id
PF00011815,no_desk_id
PF00011816,no_desk_id
PF00011818,no_desk_id
PF00011821,no_desk_id
PF00011823,no_desk_id
PF00011831,no_desk_id
PF00011832,no_desk_id
PF00011833,no_desk_id
PF00011834,no_desk_id
PF00011835,no_desk_id
PF00011838,no_desk_id
PF00011846,no_desk_id
PF00012303,no_desk_id
PF00010627,no_desk_id
PF00010628,no_desk_id
PF00010629,no_desk_id
PF00010631,no_desk_id
PF00010633,no_desk_id
PF00010634,no_desk_id
PF00010635,no_desk_id
PF00010637,no_desk_id
PF00010638,no_desk_id
PF00010717,no_desk_id
PF00010723,no_desk_id
PF00010724,no_desk_id
PF00010725,no_desk_id
PF00010727,no_desk_id
PF00010728,no_desk_id
PF00010730,no_desk_id
PF00010731,no_desk_id
PF00010732,no_desk_id
PF00010733,no_desk_id
PF00010734,no_desk_id
PF00010735,no_desk_id
PF00010737,no_desk_id
PF00010738,no_desk_id
PF00010740,no_desk_id
PF00010741,no_desk_id
PF00010742,no_desk_id
PF00010743,no_desk_id
PF00010744,no_desk_id
PF00010754,no_desk_id
PF00010755,no_desk_id
PF00010756,no_desk_id
PF00010038,no_desk_id
PF00011334,no_desk_id
PF00011337,no_desk_id
PF00012013,no_desk_id
PF00012014,no_desk_id
PF00012016,no_desk_id
PF00012026,no_desk_id
PF00012027,no_desk_id
PF00012031,no_desk_id
PF00012032,no_desk_id
PF00012034,no_desk_id
PF00012036,no_desk_id
PF00012037,no_desk_id
PF00012043,no_desk_id
PF00012068,no_desk_id
PF00012069,no_desk_id
PF00012073,no_desk_id
PF00012074,no_desk_id
PF00012075,no_desk_id
PF00012076,no_desk_id
PF00012077,no_desk_id
PF00012078,no_desk_id
PF00012087,no_desk_id
PF00010307,no_desk_id
PF00010324,no_desk_id
PF00010339,no_desk_id
PF00010340,no_desk_id
PF00010341,no_desk_id
PF00010344,no_desk_id
PF00010346,no_desk_id
PF00010347,no_desk_id
PF00010348,no_desk_id
PF00010349,no_desk_id
PF00010421,no_desk_id
PF00010422,no_desk_id
PF00010425,no_desk_id
PF00010426,no_desk_id
PF00010430,no_desk_id
PF00010431,no_desk_id
PF00010432,no_desk_id
PF00010434,no_desk_id
PF00010444,no_desk_id
PF00010447,no_desk_id
PF00010449,no_desk_id
PF00010450,no_desk_id
PF00010451,no_desk_id
PF00010452,no_desk_id
PF00010455,no_desk_id
PF00010457,no_desk_id
PF00012142,no_desk_id
PF00012179,no_desk_id
PF00012180,no_desk_id
PF00012183,no_desk_id
PF00012306,no_desk_id
PF00012309,no_desk_id
PF00012310,no_desk_id
PF00012311,no_desk_id
PF00012315,no_desk_id
PF00012318,no_desk_id
PF00012346,no_desk_id
PF00012347,no_desk_id
PF00012348,no_desk_id
PF00012350,no_desk_id
PF00012351,no_desk_id
PF00012355,no_desk_id
PF00012359,no_desk_id
PF00012367,no_desk_id
PF00012371,no_desk_id
PF00012372,no_desk_id
PF00012374,no_desk_id
PF00012375,no_desk_id
PF00010757,no_desk_id
PF00010758,no_desk_id
PF00010759,no_desk_id
PF00010762,no_desk_id
PF00010763,no_desk_id
PF00010764,no_desk_id
PF00010765,no_desk_id
PF00010766,no_desk_id
PF00010767,no_desk_id
PF00010769,no_desk_id
PF00010771,no_desk_id
PF00010772,no_desk_id
PF00010773,no_desk_id
PF00010776,no_desk_id
PF00010778,no_desk_id
PF00010789,no_desk_id
PF00010788,no_desk_id
PF00010790,no_desk_id
PF00010782,no_desk_id
PF00010783,no_desk_id
PF00010784,no_desk_id
PF00010785,no_desk_id
PF00010791,no_desk_id
PF00010787,no_desk_id
PF00010793,no_desk_id
PF00010796,no_desk_id
PF00010807,no_desk_id
PF00010812,no_desk_id
PF00010813,no_desk_id
PF00010814,no_desk_id
PF00010815,no_desk_id
PF00012090,no_desk_id
PF00012093,no_desk_id
PF00012104,no_desk_id
PF00012107,no_desk_id
PF00012108,no_desk_id
PF00012110,no_desk_id
PF00012112,no_desk_id
PF00012113,no_desk_id
PF00012115,no_desk_id
PF00012129,no_desk_id
PF00012130,no_desk_id
PF00012132,no_desk_id
PF00012139,no_desk_id
PF00012141,no_desk_id
PF00012146,no_desk_id
PF00012149,no_desk_id
PF00012150,no_desk_id
PF00012152,no_desk_id
PF00012153,no_desk_id
PF00012154,no_desk_id
PF00012155,no_desk_id
PF00012158,no_desk_id
PF00012160,no_desk_id
PF00012161,no_desk_id
PF00010461,no_desk_id
PF00010462,no_desk_id
PF00010530,no_desk_id
PF00010531,no_desk_id
PF00010532,no_desk_id
PF00010535,no_desk_id
PF00010538,no_desk_id
PF00010542,no_desk_id
PF00010544,no_desk_id
PF00010560,no_desk_id
PF00010561,no_desk_id
PF00010562,no_desk_id
PF00010564,no_desk_id
PF00010639,no_desk_id
PF00010642,no_desk_id
PF00010643,no_desk_id
PF00010645,no_desk_id
PF00010646,no_desk_id
PF00010647,no_desk_id
PF00010648,no_desk_id
PF00010649,no_desk_id
PF00010652,no_desk_id
PF00010693,no_desk_id
PF00010694,no_desk_id
PF00012378,no_desk_id
PF00012379,no_desk_id
PF00012381,no_desk_id
PF00012382,no_desk_id
PF00012383,no_desk_id
PF00012384,no_desk_id
PF00012386,no_desk_id
PF00012388,no_desk_id
PF00012390,no_desk_id
PF00012391,no_desk_id
PF00012393,no_desk_id
PF00012397,no_desk_id
PF00012398,no_desk_id
PF00012400,no_desk_id
PF00012403,no_desk_id
PF00012404,no_desk_id
PF00012405,no_desk_id
PF00012406,no_desk_id
PF00012409,no_desk_id
PF00012410,no_desk_id
PF00012414,no_desk_id
PF00012415,no_desk_id
PF00012416,no_desk_id
PF00012417,no_desk_id
PF00012423,no_desk_id
PF00012424,no_desk_id
PF00012426,no_desk_id
PF00012427,no_desk_id
PF00012428,no_desk_id
PF00010834,no_desk_id
PF00010837,no_desk_id
PF00010838,no_desk_id
PF00010840,no_desk_id
PF00010841,no_desk_id
PF00010842,no_desk_id
PF00010843,no_desk_id
PF00010845,no_desk_id
PF00010846,no_desk_id
PF00010848,no_desk_id
PF00010850,no_desk_id
PF00010851,no_desk_id
PF00010852,no_desk_id
PF00010853,no_desk_id
PF00010854,no_desk_id
PF00010855,no_desk_id
PF00010856,no_desk_id
PF00010857,no_desk_id
PF00010858,no_desk_id
PF00010859,no_desk_id
PF00010866,no_desk_id
PF00010867,no_desk_id
PF00010868,no_desk_id
PF00010870,no_desk_id
PF00010874,no_desk_id
PF00010876,no_desk_id
PF00010877,no_desk_id
PF00010879,no_desk_id
PF00010883,no_desk_id
PF00012163,no_desk_id
PF00012164,no_desk_id
PF00012165,no_desk_id
PF00012167,no_desk_id
PF00012168,no_desk_id
PF00012169,no_desk_id
PF00012170,no_desk_id
PF00012171,no_desk_id
PF00012172,no_desk_id
PF00012173,no_desk_id
PF00012174,no_desk_id
PF00012175,no_desk_id
PF00012176,no_desk_id
PF00012177,no_desk_id
PF00012187,no_desk_id
PF00012189,no_desk_id
PF00012191,no_desk_id
PF00012194,no_desk_id
PF00012199,no_desk_id
PF00012200,no_desk_id
PF00012202,no_desk_id
PF00012203,no_desk_id
PF00012204,no_desk_id
PF00012205,no_desk_id
PF00012206,no_desk_id
PF00012207,no_desk_id
PF00012209,no_desk_id
PF00010698,no_desk_id
PF00010700,no_desk_id
PF00010701,no_desk_id
PF00010702,no_desk_id
PF00010703,no_desk_id
PF00010704,no_desk_id
PF00010711,no_desk_id
PF00010794,no_desk_id
PF00010798,no_desk_id
PF00010799,no_desk_id
PF00010801,no_desk_id
PF00010803,no_desk_id
PF00010804,no_desk_id
PF00010808,no_desk_id
PF00010809,no_desk_id
PF00010925,no_desk_id
PF00010967,no_desk_id
PF00010968,no_desk_id
PF00010969,no_desk_id
PF00010984,no_desk_id
PF00010990,no_desk_id
PF00010991,no_desk_id
PF00010992,no_desk_id
PF00010993,no_desk_id
PF00010994,no_desk_id
PF00010995,no_desk_id
PF00010996,no_desk_id
PF00011048,no_desk_id
PF00011050,no_desk_id
PF00012324,no_desk_id
PF00012325,no_desk_id
PF00012331,no_desk_id
PF00012432,no_desk_id
PF00012433,no_desk_id
PF00012435,no_desk_id
PF00012436,no_desk_id
PF00012438,no_desk_id
PF00012439,no_desk_id
PF00012440,no_desk_id
PF00012441,no_desk_id
PF00012443,no_desk_id
PF00012444,no_desk_id
PF00012452,no_desk_id
PF00012453,no_desk_id
PF00012454,no_desk_id
PF00012459,no_desk_id
PF00012460,no_desk_id
PF00012461,no_desk_id
PF00012462,no_desk_id
PF00012465,no_desk_id
PF00012469,no_desk_id
PF00012470,no_desk_id
PF00012473,no_desk_id
PF00012474,no_desk_id
PF00012476,no_desk_id
PF00012477,no_desk_id
PF00012478,no_desk_id
PF00010884,no_desk_id
PF00010886,no_desk_id
PF00010943,no_desk_id
PF00010945,no_desk_id
PF00010947,no_desk_id
PF00010948,no_desk_id
PF00010949,no_desk_id
PF00010950,no_desk_id
PF00010952,no_desk_id
PF00010953,no_desk_id
PF00010954,no_desk_id
PF00010955,no_desk_id
PF00010956,no_desk_id
PF00010957,no_desk_id
PF00010959,no_desk_id
PF00010960,no_desk_id
PF00010978,no_desk_id
PF00010979,no_desk_id
PF00010980,no_desk_id
PF00010981,no_desk_id
PF00010982,no_desk_id
PF00010986,no_desk_id
PF00010987,no_desk_id
PF00010997,no_desk_id
PF00010998,no_desk_id
PF00010999,no_desk_id
PF00011000,no_desk_id
PF00011001,no_desk_id
PF00011002,no_desk_id
PF00011003,no_desk_id
PF00011010,no_desk_id
PF00012211,no_desk_id
PF00012212,no_desk_id
PF00012213,no_desk_id
PF00012214,no_desk_id
PF00012215,no_desk_id
PF00012216,no_desk_id
PF00012222,no_desk_id
PF00012224,no_desk_id
PF00012226,no_desk_id
PF00012237,no_desk_id
PF00012238,no_desk_id
PF00012239,no_desk_id
PF00012240,no_desk_id
PF00012241,no_desk_id
PF00012242,no_desk_id
PF00012243,no_desk_id
PF00012246,no_desk_id
PF00012248,no_desk_id
PF00012249,no_desk_id
PF00012251,no_desk_id
PF00012253,no_desk_id
PF00012254,no_desk_id
PF00012256,no_desk_id
PF00012257,no_desk_id
PF00012258,no_desk_id
PF00012267,no_desk_id
PF00012274,no_desk_id
PF00012277,no_desk_id
PF00012281,no_desk_id
PF00012289,no_desk_id
PF00011121,no_desk_id
PF00011209,no_desk_id
PF00011219,no_desk_id
PF00011220,no_desk_id
PF00011229,no_desk_id
PF00011232,no_desk_id
PF00011233,no_desk_id
PF00011235,no_desk_id
PF00011236,no_desk_id
PF00011239,no_desk_id
PF00011240,no_desk_id
PF00011241,no_desk_id
PF00011246,no_desk_id
PF00011248,no_desk_id
PF00011249,no_desk_id
PF00011250,no_desk_id
PF00011251,no_desk_id
PF00011252,no_desk_id
PF00011349,no_desk_id
PF00011416,no_desk_id
PF00011417,no_desk_id
PF00011418,no_desk_id
PF00008432,DSK00005983
PF00008433,DSK00005984
PF00009194,DSK00006246
PF00009196,DSK00006244
PF00009197,DSK00006247
PF00009198,DSK00006248
PF00009199,DSK00006243
PF00009200,DSK00006243
PF00009201,DSK00006249
PF00009202,DSK00006249
PF00009203,DSK00006249
PF00009204,DSK00006249
PF00009206,DSK00006251
PF00009211,DSK00006250
PF00009213,DSK00006250
PF00009214,DSK00006254
PF00009216,DSK00006254
PF00009218,DSK00006255
PF00009221,DSK00006256
PF00009222,DSK00006257
PF00010115,no_desk_id
PF00010116,no_desk_id
PF00010122,no_desk_id
PF00010124,no_desk_id
PF00010125,no_desk_id
PF00010126,no_desk_id
PF00010128,no_desk_id
PF00010135,no_desk_id
PF00011017,no_desk_id
PF00011020,no_desk_id
PF00011021,no_desk_id
PF00011026,no_desk_id
PF00011028,no_desk_id
PF00011029,no_desk_id
PF00011030,no_desk_id
PF00011076,no_desk_id
PF00011077,no_desk_id
PF00011078,no_desk_id
PF00011089,no_desk_id
PF00011090,no_desk_id
PF00011091,no_desk_id
PF00011092,no_desk_id
PF00011117,no_desk_id
PF00011118,no_desk_id
PF00011120,no_desk_id
PF00011123,no_desk_id
PF00011129,no_desk_id
PF00011130,no_desk_id
PF00011132,no_desk_id
PF00011133,no_desk_id
PF00011142,no_desk_id
PF00012296,no_desk_id
PF00012297,no_desk_id
PF00012308,no_desk_id
PF00012321,no_desk_id
PF00012322,no_desk_id
PF00012323,no_desk_id
PF00012327,no_desk_id
PF00012330,no_desk_id
PF00012334,no_desk_id
PF00012337,no_desk_id
PF00012338,no_desk_id
PF00012339,no_desk_id
PF00012341,no_desk_id
PF00012342,no_desk_id
PF00012343,no_desk_id
PF00012344,no_desk_id
PF00012352,no_desk_id
PF00012353,no_desk_id
PF00012356,no_desk_id
PF00012358,no_desk_id
PF00012373,no_desk_id
PF00012361,no_desk_id
PF00012363,no_desk_id
PF00010136,no_desk_id
PF00010137,no_desk_id
PF00010138,no_desk_id
PF00010139,no_desk_id
PF00010408,no_desk_id
PF00010409,no_desk_id
PF00010410,no_desk_id
PF00010411,no_desk_id
PF00010413,no_desk_id
PF00010414,no_desk_id
PF00010415,no_desk_id
PF00010566,no_desk_id
PF00010571,no_desk_id
PF00012395,no_desk_id
PF00012396,no_desk_id
PF00012411,no_desk_id
PF00012412,no_desk_id
PF00012429,no_desk_id
PF00012431,no_desk_id
PF00012445,no_desk_id
PF00012446,no_desk_id
PF00012448,no_desk_id
PF00012450,no_desk_id
PF00012451,no_desk_id
PF00012463,no_desk_id
PF00012466,no_desk_id
PF00012467,no_desk_id
PF00011166,no_desk_id
PF00011168,no_desk_id
PF00011169,no_desk_id
PF00011170,no_desk_id
PF00011172,no_desk_id
PF00011173,no_desk_id
PF00011174,no_desk_id
PF00011187,no_desk_id
PF00011189,no_desk_id
PF00011191,no_desk_id
PF00011192,no_desk_id
PF00011200,no_desk_id
PF00011221,no_desk_id
PF00011222,no_desk_id
PF00011224,no_desk_id
PF00011225,no_desk_id
PF00011272,no_desk_id
PF00011276,no_desk_id
PF00011278,no_desk_id
PF00011279,no_desk_id
PF00011339,no_desk_id
PF00011340,no_desk_id
PF00011341,no_desk_id
PF00008951,DSK00006145
PF00008957,DSK00006148
PF00008960,DSK00006148
PF00008967,DSK00006146
PF00008969,DSK00006146
PF00008970,DSK00006152
PF00008971,DSK00006152
PF00008972,DSK00006153
PF00008973,DSK00006153
PF00008974,DSK00006154
PF00009136,DSK00006219
PF00009137,DSK00006223
PF00009144,DSK00006219
PF00009146,DSK00006223
PF00009147,DSK00006224
PF00009149,DSK00006224
PF00009151,DSK00006223
PF00009152,DSK00006225
PF00009154,DSK00006225
PF00009155,DSK00006225
PF00009156,DSK00006226
PF00009666,DSK00006433
PF00009667,DSK00006434
PF00009682,DSK00006440
PF00009706,DSK00006450
PF00009685,DSK00006436
PF00009686,DSK00006441
PF00009687,DSK00006441
PF00009688,DSK00006441
PF00009690,DSK00006443
PF00009707,DSK00006450
PF00009708,DSK00006450
PF00009709,DSK00006450
PF00009712,DSK00006456
PF00008540,DSK00006011
PF00008541,DSK00006011
PF00008542,DSK00006011
PF00008543,DSK00006011
PF00008598,DSK00006029
PF00008599,DSK00006028
PF00008601,DSK00006028
PF00008724,DSK00006063
PF00008725,DSK00006063
PF00008727,DSK00006063
PF00008729,DSK00006064
PF00008730,DSK00006066
PF00008732,DSK00006067
PF00008734,DSK00006067
PF00008746,DSK00006072
PF00008747,DSK00006072
PF00008752,DSK00006074
PF00008755,DSK00006073
PF00008756,DSK00006077
PF00008757,DSK00006069
PF00008758,DSK00006069
PF00008759,DSK00006069
PF00008762,DSK00006078
PF00008764,DSK00006078
PF00008766,DSK00006078
PF00008788,DSK00006087
PF00008790,DSK00006087
PF00008795,DSK00006087
PF00008806,DSK00006092
PF00008807,DSK00006092
PF00008859,DSK00006111
PF00008862,DSK00006112
PF00008864,DSK00006114
PF00008886,DSK00006119
PF00008887,DSK00006119
PF00008888,DSK00006122
PF00011354,no_desk_id
PF00011355,no_desk_id
PF00011357,no_desk_id
PF00011358,no_desk_id
PF00011359,no_desk_id
PF00011360,no_desk_id
PF00011363,no_desk_id
PF00011370,no_desk_id
PF00011372,no_desk_id
PF00011373,no_desk_id
PF00011374,no_desk_id
PF00011375,no_desk_id
PF00011376,no_desk_id
PF00011377,no_desk_id
PF00011378,no_desk_id
PF00011380,no_desk_id
PF00011383,no_desk_id
PF00011399,no_desk_id
PF00011401,no_desk_id
PF00011402,no_desk_id
PF00011404,no_desk_id
PF00008430,DSK00005981
PF00008445,DSK00005988
PF00008830,DSK00006101
PF00008847,DSK00006106
PF00008848,DSK00006106
PF00008849,DSK00006105
PF00008850,DSK00006107
PF00008852,DSK00006108
PF00008854,DSK00006108
PF00008856,DSK00006104
PF00009103,DSK00006205
PF00009104,DSK00006205
PF00009105,DSK00006206
PF00009106,DSK00006206
PF00009107,DSK00006207
PF00009108,DSK00006207
PF00009109,DSK00006203
PF00009129,DSK00006215
PF00009130,DSK00006216
PF00009132,DSK00006209
PF00009133,DSK00006217
PF00009139,DSK00006220
PF00009143,DSK00006222
PF00009161,DSK00006232
PF00009162,DSK00006224
PF00009163,DSK00006233
PF00009166,DSK00006229
PF00009167,DSK00006234
PF00009168,DSK00006234
PF00009169,DSK00006234
PF00009173,DSK00006235
PF00009174,DSK00006235
PF00009175,DSK00006235
PF00009176,DSK00006235
PF00009177,DSK00006237
PF00009178,DSK00006237
PF00009179,DSK00006237
PF00011423,no_desk_id
PF00011425,no_desk_id
PF00011428,no_desk_id
PF00011433,no_desk_id
PF00011438,no_desk_id
PF00011439,no_desk_id
PF00011441,no_desk_id
PF00011442,no_desk_id
PF00008597,DSK00006028
PF00008602,DSK00006028
PF00008604,DSK00006028
PF00008606,DSK00006028
PF00008897,DSK00006126
PF00008898,DSK00006127
PF00008899,DSK00006128
PF00008901,DSK00006125
PF00008903,DSK00006130
PF00008906,DSK00006131
PF00008907,DSK00006131
PF00008912,DSK00006127
PF00008924,DSK00006137
PF00008925,DSK00006138
PF00009070,DSK00006189
PF00008934,DSK00006132
PF00009072,DSK00006190
PF00009074,DSK00006190
PF00009075,DSK00006190
PF00009081,DSK00006192
PF00009096,DSK00006202
PF00009098,DSK00006195
PF00009101,DSK00006195
PF00009102,DSK00006204
PF00009270,DSK00006272
PF00009271,DSK00006272
PF00009273,DSK00006275
PF00009274,DSK00006275
PF00009275,DSK00006276
PF00009276,DSK00006276
PF00011449,no_desk_id
PF00011451,no_desk_id
PF00011452,no_desk_id
PF00011453,no_desk_id
PF00011472,no_desk_id
PF00011473,no_desk_id
PF00011479,no_desk_id
PF00011480,no_desk_id
PF00011509,no_desk_id
PF00011511,no_desk_id
PF00011513,no_desk_id
PF00011514,no_desk_id
PF00011517,no_desk_id
PF00011535,no_desk_id
PF00011537,no_desk_id
PF00011538,no_desk_id
PF00011543,no_desk_id
PF00011544,no_desk_id
PF00011545,no_desk_id
PF00011548,no_desk_id
PF00011569,no_desk_id
PF00011570,no_desk_id
PF00011573,no_desk_id
PF00011576,no_desk_id
PF00011578,no_desk_id
PF00011585,no_desk_id
PF00008989,DSK00006156
PF00008990,DSK00006157
PF00008995,DSK00006158
PF00009010,DSK00006163
PF00009011,DSK00006165
PF00009012,DSK00006165
PF00009013,DSK00006166
PF00009015,DSK00006165
PF00009085,DSK00006196
PF00009021,DSK00006168
PF00009023,DSK00006170
PF00009095,DSK00006201
PF00009208,DSK00006252
