,portfolio_id,desk_id,office_id,pf_category,start_date,sold,country_code,euribor_rate,currency,libor_rate,bought,creation_date,indicator_code,sell_date,type,hedge_value,status,absolute_return,period_of_holding,start-creation,creation-sell
1777,PF00006650,DSK00005318,OFF00001002,C,6/24/2011,287100000,M,0.01223,CHF,0.537880455,287093779.5,6/24/2011,no_in_code,6/27/2011,E,no_hedge_value,TRUE,6220.5,3,0,3
1778,PF00006651,DSK00005323,OFF00001002,C,6/24/2011,16500000,M,0.01223,CHF,0.537880455,16498973.33,6/24/2011,no_in_code,7/1/2011,E,no_hedge_value,TRUE,1026.666667,7,0,7
1779,PF00006660,DSK00005329,OFF00001001,A,6/27/2011,165000000,T,0.01223,USD,0.726875,164995141.8,6/27/2011,no_in_code,6/28/2011,A,no_hedge_value,TRUE,4858.190286,1,0,1
1780,PF00006661,DSK00005329,OFF00001001,A,6/27/2011,55000000,T,0.01223,USD,0.726875,54998380.6,6/27/2011,no_in_code,6/28/2011,A,no_hedge_value,TRUE,1619.396762,1,0,1
1781,PF00006663,DSK00005329,OFF00001002,C,6/27/2011,122958000,M,0.01223,CHF,0.537880455,122957112,6/27/2011,no_in_code,6/28/2011,E,no_hedge_value,TRUE,888.03,1,0,1
1782,PF00006664,DSK00005329,OFF00001002,C,6/27/2011,42042000,M,0.01223,CHF,0.537880455,42041696.36,6/27/2011,no_in_code,6/28/2011,E,no_hedge_value,TRUE,303.6366666,1,0,1
1783,PF00006665,DSK00005330,OFF00001002,C,6/27/2011,55000000,M,0.01223,CHF,0.537880455,54996211.11,6/27/2011,no_in_code,7/5/2011,E,no_hedge_value,TRUE,3788.888889,8,0,8
1784,PF00006700,DSK00005349,OFF00001002,C,7/1/2011,302214000,M,0.01332,CHF,0.531492857,302205269.4,7/1/2011,no_in_code,7/5/2011,E,no_hedge_value,TRUE,8730.626666,4,0,4
1785,PF00006701,DSK00005350,OFF00001002,C,7/1/2011,27500000,M,0.01332,CHF,0.531492857,27491711.81,7/1/2011,no_in_code,8/1/2011,E,no_hedge_value,TRUE,8288.194444,31,0,31
1786,PF00006768,DSK00005384,OFF00001001,D,7/12/2011,61600000,Z,0.01332,EUR,,61327587.9,7/12/2011,no_in_code,8/12/2011,E,no_hedge_value,no_status,272412.1048,31,0,31
1787,PF00006983,DSK00005469,OFF00001002,C,8/1/2011,165000000,M,0.01434,CHF,0.358681304,164998166.7,8/1/2011,no_in_code,8/2/2011,E,no_hedge_value,TRUE,1833.333337,1,0,1
1788,PF00006985,DSK00005471,OFF00001002,C,8/1/2011,91300000,M,0.01434,CHF,0.358681304,91290413.5,8/1/2011,no_in_code,8/10/2011,E,no_hedge_value,TRUE,9586.5,9,0,9
1789,PF00007013,DSK00005478,OFF00001001,D,8/3/2011,143000000,Z,0.01434,EUR,,142327007.7,8/3/2011,no_in_code,9/5/2011,E,no_hedge_value,no_status,672992.2812,33,0,33
1790,PF00006996,DSK00005475,OFF00001002,C,8/2/2011,528022000,M,0.01434,CHF,0.358681304,528016133.1,8/2/2011,no_in_code,8/3/2011,E,no_hedge_value,TRUE,5866.91111,1,0,1
1791,PF00006997,DSK00005475,OFF00001002,C,8/2/2011,186978000,M,0.01434,CHF,0.358681304,186975922.5,8/2/2011,no_in_code,8/3/2011,E,no_hedge_value,TRUE,2077.533334,1,0,1
1792,PF00007006,DSK00005475,OFF00001001,A,8/2/2011,77000000,T,0.01434,USD,0.744516522,76997732.84,8/2/2011,no_in_code,8/3/2011,A,no_hedge_value,TRUE,2267.155467,1,0,1
1793,PF00007010,DSK00005477,OFF00001001,D,8/3/2011,11000000,Z,0.01434,EUR,,10948231.36,8/3/2011,no_in_code,9/5/2011,E,no_hedge_value,no_status,51768.63701,33,0,33
1794,PF00007011,DSK00005478,OFF00001001,D,8/3/2011,88220000,Z,0.01434,EUR,,87804815.53,8/3/2011,no_in_code,9/5/2011,E,no_hedge_value,no_status,415184.4688,33,0,33
1795,PF00007022,DSK00005479,OFF00001002,C,8/3/2011,61325000,M,0.01434,CHF,0.358681304,61319037.85,8/3/2011,no_in_code,8/10/2011,E,no_hedge_value,TRUE,5962.152778,7,0,7
1796,PF00007026,DSK00005481,OFF00001002,C,8/4/2011,1364000,M,0.01434,CHF,0.358681304,1363881.028,8/4/2011,no_in_code,8/10/2011,E,no_hedge_value,TRUE,118.9716305,6,0,6
1797,PF00007027,DSK00005482,OFF00001001,A,8/4/2011,165000000,T,0.01434,USD,0.744516522,164994912.7,8/4/2011,no_in_code,8/5/2011,A,no_hedge_value,TRUE,5087.34314,1,0,1
1798,PF00007029,DSK00005482,OFF00001002,C,8/4/2011,521169000,M,0.01434,CHF,0.358681304,521163933.1,8/4/2011,no_in_code,8/5/2011,E,no_hedge_value,TRUE,5066.920834,1,0,1
1799,PF00007030,DSK00005482,OFF00001002,C,8/4/2011,193831000,M,0.01434,CHF,0.358681304,193829115.5,8/4/2011,no_in_code,8/5/2011,E,no_hedge_value,TRUE,1884.468056,1,0,1
1800,PF00006710,DSK00005337,OFF00001002,C,7/4/2011,2013000,M,0.01332,CHF,0.531492857,2012881.456,7/4/2011,no_in_code,7/5/2011,E,no_hedge_value,TRUE,118.5437508,1,0,1
1801,PF00006713,DSK00005356,OFF00001002,C,7/5/2011,80762000,M,0.01332,CHF,0.531492857,80760833.44,7/5/2011,no_in_code,7/7/2011,E,no_hedge_value,TRUE,1166.562222,2,0,2
1802,PF00006714,DSK00005357,OFF00001001,A,7/5/2011,66000000,T,0.01332,USD,0.74522619,65998185.05,7/5/2011,no_in_code,7/6/2011,A,no_hedge_value,TRUE,1814.950089,1,0,1
1803,PF00006719,DSK00005357,OFF00001002,C,7/5/2011,285824000,M,0.01332,CHF,0.531492857,285822015.1,7/5/2011,no_in_code,7/6/2011,E,no_hedge_value,TRUE,1984.888888,1,0,1
1804,PF00006720,DSK00005357,OFF00001002,C,7/5/2011,251625000,M,0.01332,CHF,0.531492857,251623252.6,7/5/2011,no_in_code,7/6/2011,E,no_hedge_value,TRUE,1747.395834,1,0,1
1805,PF00006722,DSK00005361,OFF00001002,C,7/6/2011,187000000,M,0.01332,CHF,0.531492857,186988364.4,7/6/2011,no_in_code,7/13/2011,E,no_hedge_value,TRUE,11635.55556,7,0,7
1806,PF00006725,DSK00005363,OFF00001002,C,7/6/2011,72908000,M,0.01332,CHF,0.531492857,72907513.95,7/6/2011,no_in_code,7/7/2011,E,no_hedge_value,TRUE,486.0533334,1,0,1
1807,PF00006726,DSK00005363,OFF00001002,C,7/6/2011,89606000,M,0.01332,CHF,0.531492857,89605402.63,7/6/2011,no_in_code,7/7/2011,E,no_hedge_value,TRUE,597.3733334,1,0,1
1808,PF00006731,DSK00005366,OFF00001001,A,7/7/2011,44000000,T,0.01332,USD,0.74522619,43999010.02,7/7/2011,no_in_code,7/8/2011,A,no_hedge_value,TRUE,989.9777255,1,0,1
1809,PF00006747,DSK00005374,OFF00001001,A,7/8/2011,44000000,T,0.01332,USD,0.74522619,43997286.83,7/8/2011,no_in_code,7/11/2011,A,no_hedge_value,TRUE,2713.166021,3,0,3
1810,PF00006749,DSK00005374,OFF00001002,C,7/8/2011,165055000,M,0.01332,CHF,0.531492857,165051974,7/8/2011,no_in_code,7/11/2011,E,no_hedge_value,TRUE,3026.008334,3,0,3
1811,PF00006751,DSK00005374,OFF00001002,C,7/8/2011,256069000,M,0.01332,CHF,0.531492857,256064305.4,7/8/2011,no_in_code,7/11/2011,E,no_hedge_value,TRUE,4694.598334,3,0,3
1812,PF00006752,DSK00005377,OFF00001002,C,7/8/2011,29700000,M,0.01332,CHF,0.531492857,29698968.75,7/8/2011,no_in_code,7/13/2011,E,no_hedge_value,TRUE,1031.25,5,0,5
1813,PF00006753,DSK00005371,OFF00001002,C,7/8/2011,60500000,M,0.01332,CHF,0.531492857,60496117.92,7/8/2011,no_in_code,7/15/2011,E,no_hedge_value,TRUE,3882.083333,7,0,7
1814,PF00006758,DSK00005381,OFF00001001,A,7/11/2011,44000000,T,0.01332,USD,0.74522619,43999071.13,7/11/2011,no_in_code,7/12/2011,A,no_hedge_value,TRUE,928.8692795,1,0,1
1815,PF00006761,DSK00005381,OFF00001002,C,7/11/2011,256058000,M,0.01332,CHF,0.531492857,256056577.5,7/11/2011,no_in_code,7/12/2011,E,no_hedge_value,TRUE,1422.544444,1,0,1
1816,PF00006822,DSK00005401,OFF00001002,C,7/15/2011,385000000,M,0.01332,CHF,0.531492857,384976044.4,7/15/2011,no_in_code,7/22/2011,E,no_hedge_value,TRUE,23955.55556,7,0,7
1817,PF00006772,DSK00005386,OFF00001002,C,7/12/2011,110000000,M,0.01332,CHF,0.531492857,109960522.2,7/12/2011,no_in_code,8/15/2011,E,no_hedge_value,TRUE,39477.77778,34,0,34
1818,PF00006773,DSK00005387,OFF00001001,A,7/12/2011,25817000,T,0.01332,USD,0.74522619,25816110.78,7/12/2011,no_in_code,7/13/2011,A,no_hedge_value,TRUE,889.2215935,1,0,1
1819,PF00006702,DSK00005351,OFF00001001,D,7/4/2011,38500000,Z,0.01332,EUR,,38335524.84,7/4/2011,no_in_code,8/3/2011,E,no_hedge_value,no_status,164475.1559,30,0,30
1820,PF00006704,DSK00005351,OFF00001001,D,7/4/2011,11000000,Z,0.01332,EUR,,10953007.1,7/4/2011,no_in_code,8/3/2011,E,no_hedge_value,no_status,46992.90169,30,0,30
1821,PF00006706,DSK00005352,OFF00001001,D,7/4/2011,49500000,Z,0.01332,EUR,,49288531.94,7/4/2011,no_in_code,8/3/2011,E,no_hedge_value,no_status,211468.0576,30,0,30
1822,PF00006823,DSK00005406,OFF00001002,C,7/15/2011,55000000,M,0.01332,CHF,0.531492857,54994133.33,7/15/2011,no_in_code,7/27/2011,E,no_hedge_value,TRUE,5866.666667,12,0,12
1823,PF00006826,DSK00005408,OFF00001001,D,7/18/2011,210100000,Z,0.01332,EUR,,209202435.6,7/18/2011,no_in_code,8/17/2011,E,no_hedge_value,no_status,897564.4222,30,0,30
1824,PF00006833,DSK00005411,OFF00001002,C,7/18/2011,275000000,M,0.01332,CHF,0.531492857,274998472.2,7/18/2011,no_in_code,7/19/2011,E,no_hedge_value,TRUE,1527.777778,1,0,1
1825,PF00006834,DSK00005411,OFF00001002,C,7/18/2011,220000000,M,0.01332,CHF,0.531492857,219998777.8,7/18/2011,no_in_code,7/19/2011,E,no_hedge_value,TRUE,1222.222222,1,0,1
1826,PF00006835,DSK00005411,OFF00001002,C,7/18/2011,401093000,M,0.01332,CHF,0.531492857,401090660.3,7/18/2011,no_in_code,7/19/2011,E,no_hedge_value,TRUE,2339.709166,1,0,1
1827,PF00006839,DSK00005412,OFF00001002,C,7/19/2011,84700000,M,0.01332,CHF,0.531492857,84694847.4,7/18/2011,no_in_code,7/25/2011,E,no_hedge_value,TRUE,5152.601454,7,-1,7
1828,PF00006841,DSK00005414,OFF00001002,C,7/19/2011,11880000,M,0.01332,CHF,0.531492857,11877752.69,7/18/2011,no_in_code,8/8/2011,E,no_hedge_value,TRUE,2247.307623,21,-1,21
1829,PF00006961,DSK00005465,OFF00001002,C,7/29/2011,42944000,M,0.01332,CHF,0.531492857,42938906.35,7/29/2011,no_in_code,8/8/2011,E,no_hedge_value,TRUE,5093.654509,10,0,10
1830,PF00006964,DSK00005467,OFF00001001,A,7/29/2011,26400000,T,0.01332,USD,0.74522619,26393533.58,7/29/2011,no_in_code,8/5/2011,A,no_hedge_value,TRUE,6466.415728,7,0,7
1831,PF00006969,DSK00005468,OFF00001002,C,7/29/2011,137500000,M,0.01332,CHF,0.531492857,137496791.7,7/29/2011,no_in_code,8/1/2011,E,no_hedge_value,TRUE,3208.333334,3,0,3
1832,PF00006971,DSK00005468,OFF00001002,C,7/29/2011,223300000,M,0.01332,CHF,0.531492857,223294975.8,7/29/2011,no_in_code,8/1/2011,E,no_hedge_value,TRUE,5024.25,3,0,3
1833,PF00007055,DSK00005492,OFF00001002,C,8/8/2011,3300000,M,0.01434,CHF,0.358681304,3299051.25,8/8/2011,no_in_code,8/31/2011,E,no_hedge_value,TRUE,948.75,23,0,23
1834,PF00007056,DSK00005493,OFF00001001,A,8/8/2011,18986000,T,0.01434,USD,0.744516522,18985414.62,8/8/2011,no_in_code,8/9/2011,A,no_hedge_value,TRUE,585.3836174,1,0,1
1835,PF00007060,DSK00005493,OFF00001002,C,8/8/2011,520784000,M,0.01434,CHF,0.358681304,520779660.1,8/8/2011,no_in_code,8/9/2011,E,no_hedge_value,TRUE,4339.866666,1,0,1
1836,PF00007063,DSK00005496,OFF00001002,C,8/8/2011,27500000,M,0.01434,CHF,0.358681304,27497700.69,8/8/2011,no_in_code,8/15/2011,E,no_hedge_value,TRUE,2299.305556,7,0,7
1837,PF00007065,DSK00005497,OFF00001002,C,8/8/2011,110000000,M,0.01434,CHF,0.358681304,109975555.6,8/8/2011,no_in_code,8/24/2011,E,no_hedge_value,TRUE,24444.44444,16,0,16
1838,PF00007066,DSK00005498,OFF00001002,C,8/8/2011,55000000,M,0.01434,CHF,0.358681304,54988541.67,8/8/2011,no_in_code,8/23/2011,E,no_hedge_value,TRUE,11458.33333,15,0,15
1839,PF00006847,DSK00005419,OFF00001002,C,7/18/2011,28600000,M,0.01332,CHF,0.531492857,28595678.22,7/18/2011,no_in_code,8/3/2011,E,no_hedge_value,TRUE,4321.777778,16,0,16
1840,PF00006848,DSK00005420,OFF00001002,C,7/18/2011,11880000,M,0.01332,CHF,0.531492857,11877643.8,7/18/2011,no_in_code,8/8/2011,E,no_hedge_value,TRUE,2356.2,21,0,21
1841,PF00006853,DSK00005423,OFF00001001,A,7/19/2011,44000000,T,0.01332,USD,0.74522619,43997922.32,7/19/2011,no_in_code,7/20/2011,A,no_hedge_value,TRUE,2077.679665,1,0,1
1842,PF00006856,DSK00005426,OFF00001002,B,7/20/2011,61820000,N,0.01332,GBP,1.58300619,61784249.77,7/19/2011,no_in_code,8/22/2011,C,no_hedge_value,TRUE,35750.22891,34,-1,34
1843,PF00006857,DSK00005423,OFF00001002,C,7/19/2011,275000000,M,0.01332,CHF,0.531492857,274998472.2,7/19/2011,no_in_code,7/20/2011,E,no_hedge_value,TRUE,1527.777778,1,0,1
1844,PF00006859,DSK00005423,OFF00001002,C,7/19/2011,49313000,M,0.01332,CHF,0.531492857,49312726.04,7/19/2011,no_in_code,7/20/2011,E,no_hedge_value,TRUE,273.9611111,1,0,1
1845,PF00006864,DSK00005429,OFF00001001,A,7/20/2011,44000000,T,0.01332,USD,0.74522619,43998288.96,7/20/2011,no_in_code,7/21/2011,A,no_hedge_value,TRUE,1711.04457,1,0,1
1846,PF00006865,DSK00005426,OFF00001002,B,7/20/2011,880000,N,0.01332,GBP,1.58300619,879491.0999,7/20/2011,no_in_code,8/22/2011,C,no_hedge_value,TRUE,508.9000556,33,0,33
1847,PF00006871,DSK00005429,OFF00001002,C,7/20/2011,220000000,M,0.01332,CHF,0.531492857,219998777.8,7/20/2011,no_in_code,7/21/2011,E,no_hedge_value,TRUE,1222.222222,1,0,1
1848,PF00006875,DSK00005430,OFF00001002,C,7/20/2011,16500000,M,0.01332,CHF,0.531492857,16498845,7/20/2011,no_in_code,7/27/2011,E,no_hedge_value,TRUE,1155,7,0,7
1849,PF00006877,DSK00005430,OFF00001002,C,7/20/2011,78650000,M,0.01332,CHF,0.531492857,78644494.5,7/20/2011,no_in_code,7/27/2011,E,no_hedge_value,TRUE,5505.5,7,0,7
1850,PF00006878,DSK00005433,OFF00001002,C,7/20/2011,55000000,M,0.01332,CHF,0.531492857,54987777.78,7/20/2011,no_in_code,8/9/2011,E,no_hedge_value,TRUE,12222.22222,20,0,20
1851,PF00006882,DSK00005434,OFF00001002,C,7/20/2011,82500000,M,0.01332,CHF,0.531492857,82489825,7/20/2011,no_in_code,8/1/2011,E,no_hedge_value,TRUE,10175,12,0,12
1852,PF00006884,DSK00005435,OFF00001002,C,7/21/2011,11000000,M,0.01332,CHF,0.531492857,10999269.72,7/21/2011,no_in_code,7/27/2011,E,no_hedge_value,TRUE,730.280562,6,0,6
1853,PF00006886,DSK00005436,OFF00001002,C,7/21/2011,31240000,M,0.01332,CHF,0.531492857,31233344.12,7/21/2011,no_in_code,8/9/2011,E,no_hedge_value,TRUE,6655.88,19,0,19
1854,PF00006889,DSK00005437,OFF00001002,C,7/21/2011,385000000,M,0.01332,CHF,0.531492857,384997861.1,7/21/2011,no_in_code,7/22/2011,E,no_hedge_value,TRUE,2138.888888,1,0,1
1855,PF00006890,DSK00005437,OFF00001002,C,7/21/2011,55253000,M,0.01332,CHF,0.531492857,55252693.04,7/21/2011,no_in_code,7/22/2011,E,no_hedge_value,TRUE,306.9611112,1,0,1
1856,PF00006893,DSK00005439,OFF00001002,C,7/22/2011,38500000,M,0.01332,CHF,0.531492857,38495786.37,7/22/2011,no_in_code,8/1/2011,E,no_hedge_value,TRUE,4213.626824,10,0,10
1857,PF00006898,DSK00005442,OFF00001001,A,7/22/2011,16500000,T,0.01332,USD,0.74522619,16495541.62,7/22/2011,no_in_code,8/2/2011,A,no_hedge_value,TRUE,4458.378333,11,0,11
1858,PF00006900,DSK00005441,OFF00001002,C,7/22/2011,440000000,M,0.01332,CHF,0.531492857,439992666.7,7/22/2011,no_in_code,7/25/2011,E,no_hedge_value,TRUE,7333.333337,3,0,3
1859,PF00006738,DSK00005369,OFF00001001,D,7/8/2011,106700000,Z,0.01332,EUR,,106228143.3,7/8/2011,no_in_code,8/8/2011,E,no_hedge_value,no_status,471856.6815,31,0,31
1860,PF00006740,DSK00005369,OFF00001001,D,7/8/2011,165000000,Z,0.01332,EUR,,164270324.7,7/8/2011,no_in_code,8/8/2011,E,no_hedge_value,no_status,729675.2807,31,0,31
1861,PF00006741,DSK00005369,OFF00001001,D,7/8/2011,118800000,Z,0.01332,EUR,,118274633.8,7/8/2011,no_in_code,8/8/2011,E,no_hedge_value,no_status,525366.2021,31,0,31
1862,PF00006769,DSK00005385,OFF00001001,D,7/12/2011,16500000,Z,0.01332,EUR,,16427032.47,7/12/2011,no_in_code,8/12/2011,E,no_hedge_value,no_status,72967.52807,31,0,31
1863,PF00006776,DSK00005387,OFF00001002,C,7/12/2011,165000000,M,0.01332,CHF,0.531492857,164999083.3,7/12/2011,no_in_code,7/13/2011,E,no_hedge_value,TRUE,916.666666,1,0,1
1864,PF00006779,DSK00005387,OFF00001002,C,7/12/2011,238876000,M,0.01332,CHF,0.531492857,238874672.9,7/12/2011,no_in_code,7/13/2011,E,no_hedge_value,TRUE,1327.088888,1,0,1
1865,PF00006780,DSK00005387,OFF00001002,C,7/12/2011,307780000,M,0.01332,CHF,0.531492857,307778290.1,7/12/2011,no_in_code,7/13/2011,E,no_hedge_value,TRUE,1709.888888,1,0,1
1866,PF00006784,DSK00005391,OFF00001001,A,7/13/2011,44000000,T,0.01332,USD,0.74522619,43996260.32,7/13/2011,no_in_code,7/15/2011,A,no_hedge_value,TRUE,3739.682127,2,0,2
1867,PF00006785,DSK00005392,OFF00001002,C,7/13/2011,275000000,M,0.01332,CHF,0.531492857,274998472.2,7/13/2011,no_in_code,7/14/2011,E,no_hedge_value,TRUE,1527.777778,1,0,1
1868,PF00006791,DSK00005393,OFF00001002,C,7/13/2011,33935000,M,0.01332,CHF,0.531492857,33932888.49,7/13/2011,no_in_code,7/20/2011,E,no_hedge_value,TRUE,2111.511111,7,0,7
1869,PF00006795,DSK00005394,OFF00001001,A,7/18/2011,55000000,T,0.01332,USD,0.74522619,54927678.56,7/13/2011,no_in_code,8/17/2011,A,no_hedge_value,TRUE,72321.44343,35,-5,35
1870,PF00006798,DSK00005393,OFF00001002,C,7/13/2011,82500000,M,0.01332,CHF,0.531492857,82494866.67,7/13/2011,no_in_code,7/20/2011,E,no_hedge_value,TRUE,5133.333333,7,0,7
1871,PF00006804,DSK00005399,OFF00001002,C,7/14/2011,43208000,M,0.01332,CHF,0.531492857,43207759.96,7/14/2011,no_in_code,7/15/2011,E,no_hedge_value,TRUE,240.0444444,1,0,1
1872,PF00006814,DSK00005405,OFF00001001,A,7/15/2011,44000000,T,0.01332,USD,0.74522619,43993987.49,7/15/2011,no_in_code,7/18/2011,A,no_hedge_value,TRUE,6012.511626,3,0,3
1873,PF00006815,DSK00005401,OFF00001001,A,7/15/2011,5049000,T,0.01332,USD,0.74522619,5047498.369,7/15/2011,no_in_code,7/22/2011,A,no_hedge_value,TRUE,1501.630765,7,0,7
1874,PF00006817,DSK00005405,OFF00001002,C,7/15/2011,538197000,M,0.01332,CHF,0.531492857,538187581.6,7/15/2011,no_in_code,7/18/2011,E,no_hedge_value,TRUE,9418.4475,3,0,3
1875,PF00006819,DSK00005405,OFF00001002,C,7/15/2011,234949000,M,0.01332,CHF,0.531492857,234944888.4,7/15/2011,no_in_code,7/18/2011,E,no_hedge_value,TRUE,4111.6075,3,0,3
1876,PF00006904,DSK00005441,OFF00001002,C,7/22/2011,165000000,M,0.01332,CHF,0.531492857,164997250,7/22/2011,no_in_code,7/25/2011,E,no_hedge_value,TRUE,2750,3,0,3
1877,PF00006850,DSK00005422,OFF00001001,D,7/19/2011,23540000,Z,0.01332,EUR,,23435899.66,7/19/2011,no_in_code,8/19/2011,E,no_hedge_value,no_status,104100.34,31,0,31
1878,PF00006851,DSK00005422,OFF00001001,D,7/19/2011,22000000,Z,0.01332,EUR,,21902709.96,7/19/2011,no_in_code,8/19/2011,E,no_hedge_value,no_status,97290.03743,31,0,31
1879,PF00006906,DSK00005443,OFF00001002,C,7/22/2011,385000000,M,0.01332,CHF,0.531492857,384857443.1,7/22/2011,no_in_code,8/22/2011,E,no_hedge_value,TRUE,142556.9444,31,0,31
1880,PF00006908,DSK00005431,OFF00001002,C,7/22/2011,55000000,M,0.01332,CHF,0.531492857,54996150,7/22/2011,no_in_code,7/29/2011,E,no_hedge_value,TRUE,3850,7,0,7
1881,PF00007038,DSK00005487,OFF00001002,C,8/5/2011,2475000,M,0.01434,CHF,0.358681304,2474670,8/5/2011,no_in_code,8/16/2011,E,no_hedge_value,TRUE,330,11,0,11
1882,PF00007044,DSK00005488,OFF00001002,C,8/5/2011,110000000,M,0.01434,CHF,0.358681304,109997158.3,8/5/2011,no_in_code,8/8/2011,E,no_hedge_value,TRUE,2841.666667,3,0,3
1883,PF00007043,DSK00005488,OFF00001002,C,8/5/2011,440000000,M,0.01434,CHF,0.358681304,439988633.3,8/5/2011,no_in_code,8/8/2011,E,no_hedge_value,TRUE,11366.66667,3,0,3
1884,PF00007045,DSK00005488,OFF00001002,C,8/5/2011,55000000,M,0.01434,CHF,0.358681304,54998579.17,8/5/2011,no_in_code,8/8/2011,E,no_hedge_value,TRUE,1420.833333,3,0,3
1885,PF00007046,DSK00005488,OFF00001002,C,8/5/2011,38500000,M,0.01434,CHF,0.358681304,38499005.42,8/5/2011,no_in_code,8/8/2011,E,no_hedge_value,TRUE,994.5833334,3,0,3
1886,PF00007053,DSK00005490,OFF00001001,D,8/8/2011,127270000,Z,0.01434,EUR,,126720069.6,8/8/2011,no_in_code,9/7/2011,E,no_hedge_value,no_status,549930.3843,30,0,30
1887,PF00007067,DSK00005499,OFF00001002,C,8/8/2011,82500000,M,0.01434,CHF,0.358681304,82489000,8/8/2011,no_in_code,8/18/2011,E,no_hedge_value,TRUE,11000,10,0,10
1888,PF00007068,DSK00005500,OFF00001002,C,8/8/2011,115500000,M,0.01434,CHF,0.358681304,115477541.7,8/8/2011,no_in_code,8/22/2011,E,no_hedge_value,TRUE,22458.33333,14,0,14
1889,PF00007069,DSK00005493,OFF00001002,C,8/8/2011,278069000,M,0.01434,CHF,0.358681304,278066296.6,8/8/2011,no_in_code,8/9/2011,E,no_hedge_value,TRUE,2703.448612,1,0,1
1890,PF00007070,DSK00005501,OFF00001001,A,8/9/2011,476223000,T,0.01434,USD,0.744516522,476202629.1,8/9/2011,no_in_code,8/10/2011,A,no_hedge_value,TRUE,20370.89025,1,0,1
1891,PF00007071,DSK00005501,OFF00001001,A,8/9/2011,110000000,T,0.01434,USD,0.744516522,109995233.5,8/9/2011,no_in_code,8/10/2011,A,no_hedge_value,TRUE,4766.46012,1,0,1
1892,PF00007073,DSK00005501,OFF00001002,C,8/9/2011,440000000,M,0.01434,CHF,0.358681304,439996211.1,8/9/2011,no_in_code,8/10/2011,E,no_hedge_value,TRUE,3788.888888,1,0,1
1893,PF00007077,DSK00005495,OFF00001002,C,8/9/2011,126500000,M,0.01434,CHF,0.358681304,126488931.3,8/9/2011,no_in_code,8/16/2011,E,no_hedge_value,TRUE,11068.75,7,0,7
1894,PF00007079,DSK00005507,OFF00001001,A,8/10/2011,366179000,T,0.01434,USD,0.744516522,366166692.7,8/9/2011,no_in_code,8/11/2011,A,no_hedge_value,TRUE,12307.26939,2,-1,2
1895,PF00007084,DSK00005506,OFF00001002,C,8/10/2011,9988000,M,0.01434,CHF,0.358681304,9987167.663,8/10/2011,no_in_code,8/16/2011,E,no_hedge_value,TRUE,832.336978,6,0,6
1896,PF00007088,DSK00005507,OFF00001002,C,8/10/2011,527659000,M,0.01434,CHF,0.358681304,527654456.3,8/10/2011,no_in_code,8/11/2011,E,no_hedge_value,TRUE,4543.730278,1,0,1
1897,PF00007092,DSK00005508,OFF00001002,C,8/10/2011,62700000,M,0.01434,CHF,0.358681304,62694148,8/10/2011,no_in_code,8/17/2011,E,no_hedge_value,TRUE,5852,7,0,7
1898,PF00007093,DSK00005508,OFF00001002,C,8/10/2011,5500000,M,0.01434,CHF,0.358681304,5499518.75,8/10/2011,no_in_code,8/17/2011,E,no_hedge_value,TRUE,481.25,7,0,7
1899,PF00006910,DSK00005444,OFF00001002,C,7/25/2011,233827000,M,0.01332,CHF,0.531492857,233742951.2,7/25/2011,no_in_code,8/22/2011,E,no_hedge_value,TRUE,84048.75407,28,0,28
1900,PF00006913,DSK00005445,OFF00001002,C,7/25/2011,29854000,M,0.01332,CHF,0.531492857,29852233.62,7/25/2011,no_in_code,7/29/2011,E,no_hedge_value,TRUE,1766.384301,4,0,4
1901,PF00006915,DSK00005447,OFF00001001,A,7/27/2011,126500000,T,0.01332,USD,0.74522619,126338917.9,7/25/2011,no_in_code,8/26/2011,A,no_hedge_value,TRUE,161082.1203,32,-2,32
1902,PF00006917,DSK00005446,OFF00001002,C,7/25/2011,383438000,M,0.01332,CHF,0.531492857,383435763.3,7/25/2011,no_in_code,7/26/2011,E,no_hedge_value,TRUE,2236.721663,1,0,1
1903,PF00006921,DSK00005448,OFF00001002,C,7/25/2011,58289000,M,0.01332,CHF,0.531492857,58267416.88,7/25/2011,no_in_code,8/25/2011,E,no_hedge_value,TRUE,21583.12138,31,0,31
1904,PF00006924,DSK00005450,OFF00001002,C,7/25/2011,99000000,M,0.01332,CHF,0.531492857,98990100,7/25/2011,no_in_code,8/4/2011,E,no_hedge_value,TRUE,9900,10,0,10
1905,PF00006928,DSK00005454,OFF00001001,A,7/26/2011,44000000,T,0.01332,USD,0.74522619,43998545.6,7/26/2011,no_in_code,7/27/2011,A,no_hedge_value,TRUE,1454.396369,1,0,1
1906,PF00006933,DSK00005453,OFF00001002,C,7/26/2011,39600000,M,0.01332,CHF,0.531492857,39596436,7/26/2011,no_in_code,8/4/2011,E,no_hedge_value,TRUE,3564,9,0,9
1907,PF00006934,DSK00005442,OFF00001002,C,7/26/2011,66000000,M,0.01332,CHF,0.531492857,65995380,7/26/2011,no_in_code,8/2/2011,E,no_hedge_value,TRUE,4620,7,0,7
1908,PF00006936,DSK00005455,OFF00001002,C,7/26/2011,110000000,M,0.01332,CHF,0.531492857,109997891.7,7/26/2011,no_in_code,7/29/2011,E,no_hedge_value,TRUE,2108.333333,3,0,3
