portfolio_id,desk_id,office_id,pf_category,start_date, sold ,country_code,euribor_rate,currency,libor_rate, bought ,creation_date,indicator_code,sell_date,type,hedge_value,status,return, absolute_return ,period_of_holding,start-create,start-sell,create-sell,returnf
PF00006307,DSK00005154,OFF00001002,C,3/17/2011," 187,000,000 ",M,0.00867,CHF,0.546883478," 186,989,819 ",3/17/2011,no_in_code,3/25/2011,E,no_hedge_value,TRUE,0%," 10,181.11 ",8,0,8,8,0%
PF00006309,DSK00005154,OFF00001002,C,3/17/2011," 74,250,000 ",M,0.00867,CHF,0.546883478," 74,245,958 ",3/17/2011,no_in_code,3/25/2011,E,no_hedge_value,TRUE,0%," 4,042.50 ",8,0,8,8,0%
PF00006311,DSK00005154,OFF00001002,C,3/17/2011," 51,271,000 ",M,0.00867,CHF,0.546883478," 51,268,109 ",3/17/2011,no_in_code,3/25/2011,E,no_hedge_value,TRUE,0%," 2,891.11 ",8,0,8,8,0%
PF00006312,DSK00005155,OFF00001002,C,3/17/2011," 126,412,000 ",M,0.00867,CHF,0.546883478," 126,286,571 ",3/17/2011,no_in_code,6/20/2011,E,no_hedge_value,TRUE,0%," 125,428.80 ",95,0,95,95,0%
PF00006313,DSK00005156,OFF00001002,C,3/17/2011," 49,346,000 ",M,0.00867,CHF,0.546883478," 49,318,366 ",3/17/2011,no_in_code,5/13/2011,E,no_hedge_value,TRUE,0%," 27,633.76 ",57,0,57,57,0%
PF00006315,DSK00005158,OFF00001001,D,3/21/2011," 37,510,000 ",Z,0.00867,EUR,," 37,353,005 ",3/21/2011,no_in_code,4/19/2011,E,no_hedge_value,no_status,6%," 156,995.19 ",29,0,29,29,6%
PF00006317,DSK00005158,OFF00001001,D,3/21/2011," 41,800,000 ",Z,0.00867,EUR,," 41,625,049 ",3/21/2011,no_in_code,4/19/2011,E,no_hedge_value,no_status,6%," 174,950.65 ",29,0,29,29,6%
PF00006318,DSK00005159,OFF00001002,C,3/28/2011," 117,370,000 ",M,0.00867,CHF,0.546883478," 117,335,637 ",3/22/2011,no_in_code,4/26/2011,E,no_hedge_value,TRUE,0%," 34,363.33 ",35,-6,29,35,0%
PF00006319,DSK00005160,OFF00001002,C,3/28/2011," 117,656,000 ",M,0.00867,CHF,0.546883478," 117,649,594 ",3/22/2011,no_in_code,3/30/2011,E,no_hedge_value,TRUE,0%," 6,405.72 ",8,-6,2,8,0%
PF00006321,DSK00005162,OFF00001002,C,3/22/2011," 4,015,000 ",M,0.00867,CHF,0.546883478," 4,012,832 ",3/22/2011,no_in_code,5/16/2011,E,no_hedge_value,TRUE,0%," 2,168.10 ",55,0,55,55,0%
PF00006322,DSK00005163,OFF00001002,C,3/28/2011," 18,524,000 ",M,0.00867,CHF,0.546883478," 18,505,816 ",3/22/2011,no_in_code,6/24/2011,E,no_hedge_value,TRUE,0%," 18,184.39 ",94,-6,88,94,0%
PF00006323,DSK00005163,OFF00001002,C,3/28/2011," 55,000,000 ",M,0.00867,CHF,0.546883478," 54,946,008 ",3/22/2011,no_in_code,6/24/2011,E,no_hedge_value,TRUE,0%," 53,991.67 ",94,-6,88,94,0%
PF00006325,DSK00005165,OFF00001002,C,3/24/2011," 196,031,000 ",M,0.00867,CHF,0.546883478," 196,020,327 ",3/24/2011,no_in_code,4/1/2011,E,no_hedge_value,TRUE,0%," 10,672.80 ",8,0,8,8,0%
PF00006326,DSK00005165,OFF00001002,C,3/24/2011," 220,000,000 ",M,0.00867,CHF,0.546883478," 219,988,022 ",3/24/2011,no_in_code,4/1/2011,E,no_hedge_value,TRUE,0%," 11,977.78 ",8,0,8,8,0%
PF00006328,DSK00005165,OFF00001002,C,3/24/2011," 50,666,000 ",M,0.00867,CHF,0.546883478," 50,663,242 ",3/24/2011,no_in_code,4/1/2011,E,no_hedge_value,TRUE,0%," 2,758.48 ",8,0,8,8,0%
PF00006330,DSK00005168,OFF00001002,C,3/29/2011," 103,444,000 ",M,0.00867,CHF,0.546883478," 103,418,168 ",3/29/2011,no_in_code,4/29/2011,E,no_hedge_value,TRUE,0%," 25,832.27 ",31,0,31,31,0%
PF00006331,DSK00005169,OFF00001002,C,3/29/2011," 36,179,000 ",M,0.00867,CHF,0.546883478," 36,170,257 ",3/29/2011,no_in_code,4/28/2011,E,no_hedge_value,TRUE,0%," 8,743.26 ",30,0,30,30,0%
PF00006332,DSK00005170,OFF00001002,C,3/29/2011," 116,699,000 ",M,0.00867,CHF,0.546883478," 116,635,983 ",3/29/2011,no_in_code,5/23/2011,E,no_hedge_value,TRUE,0%," 63,017.46 ",55,0,55,55,0%
PF00006333,DSK00005171,OFF00001002,C,3/30/2011," 195,547,000 ",M,0.00867,CHF,0.546883478," 195,534,833 ",3/30/2011,no_in_code,4/8/2011,E,no_hedge_value,TRUE,0%," 12,167.37 ",9,0,9,9,0%
PF00006336,DSK00005174,OFF00001002,C,3/31/2011," 68,519,000 ",M,0.00867,CHF,0.546883478," 68,515,270 ",3/31/2011,no_in_code,4/8/2011,E,no_hedge_value,TRUE,0%," 3,730.48 ",8,0,8,8,0%
PF00006337,DSK00005174,OFF00001002,C,3/31/2011," 220,000,000 ",M,0.00867,CHF,0.546883478," 219,988,022 ",3/31/2011,no_in_code,4/8/2011,E,no_hedge_value,TRUE,0%," 11,977.78 ",8,0,8,8,0%
PF00006339,DSK00005174,OFF00001002,C,3/31/2011," 151,844,000 ",M,0.00867,CHF,0.546883478," 151,835,733 ",3/31/2011,no_in_code,4/8/2011,E,no_hedge_value,TRUE,0%," 8,267.06 ",8,0,8,8,0%
PF00006340,DSK00005174,OFF00001002,C,3/31/2011," 52,349,000 ",M,0.00867,CHF,0.546883478," 52,346,150 ",3/31/2011,no_in_code,4/8/2011,E,no_hedge_value,TRUE,0%," 2,850.11 ",8,0,8,8,0%
PF00006341,DSK00005175,OFF00001001,D,4/4/2011," 49,500,000 ",Z,0.00984,EUR,," 49,293,992 ",4/4/2011,no_in_code,5/3/2011,E,no_hedge_value,no_status,6%," 206,008.37 ",29,0,29,29,6%
PF00006342,DSK00005175,OFF00001001,D,4/4/2011," 38,500,000 ",Z,0.00984,EUR,," 38,339,771 ",4/4/2011,no_in_code,5/3/2011,E,no_hedge_value,no_status,6%," 160,228.73 ",29,0,29,29,6%
PF00006343,DSK00005175,OFF00001001,D,4/4/2011," 7,700,000 ",Z,0.00984,EUR,," 7,667,954 ",4/4/2011,no_in_code,5/3/2011,E,no_hedge_value,no_status,6%," 32,045.75 ",29,0,29,29,6%
PF00006344,DSK00005175,OFF00001001,D,4/4/2011," 11,000,000 ",Z,0.00984,EUR,," 10,954,220 ",4/4/2011,no_in_code,5/3/2011,E,no_hedge_value,no_status,6%," 45,779.64 ",29,0,29,29,6%
PF00006350,DSK00005178,OFF00001002,C,4/6/2011," 179,355,000 ",M,0.00984,CHF,0.482619048," 179,308,766 ",4/6/2011,no_in_code,5/9/2011,E,no_hedge_value,TRUE,0%," 46,233.73 ",33,0,33,33,0%
PF00006351,DSK00005180,OFF00001001,A,4/7/2011," 56,595,000 ",T,0.00984,USD,0.660047619," 56,542,620 ",4/7/2011,no_in_code,5/10/2011,A,no_hedge_value,TRUE,1%," 52,380.45 ",33,0,33,33,1%
PF00006352,DSK00005180,OFF00001001,A,4/11/2011," 10,988,456 ",T,0.00984,USD,0.660047619," 10,977,314 ",4/7/2011,no_in_code,5/10/2011,A,no_hedge_value,TRUE,2%," 11,142.46 ",33,-4,29,33,2%
PF00006353,DSK00005180,OFF00001002,C,4/7/2011," 9,845,000 ",M,0.00984,CHF,0.482619048," 9,842,621 ",4/7/2011,no_in_code,5/10/2011,E,no_hedge_value,TRUE,0%," 2,379.21 ",33,0,33,33,0%
PF00006355,DSK00005181,OFF00001002,C,4/7/2011," 35,871,000 ",M,0.00984,CHF,0.482619048," 35,869,047 ",4/7/2011,no_in_code,4/15/2011,E,no_hedge_value,TRUE,0%," 1,952.98 ",8,0,8,8,0%
PF00006357,DSK00005181,OFF00001002,C,4/7/2011," 217,547,000 ",M,0.00984,CHF,0.482619048," 217,535,579 ",4/7/2011,no_in_code,4/15/2011,E,no_hedge_value,TRUE,0%," 11,421.22 ",8,0,8,8,0%
PF00006358,DSK00005181,OFF00001002,C,4/7/2011," 96,030,000 ",M,0.00984,CHF,0.482619048," 96,024,958 ",4/7/2011,no_in_code,4/15/2011,E,no_hedge_value,TRUE,0%," 5,041.58 ",8,0,8,8,0%
PF00006359,DSK00005182,OFF00001001,D,4/8/2011," 113,300,000 ",Z,0.00984,EUR,," 112,798,956 ",4/8/2011,no_in_code,5/9/2011,E,no_hedge_value,no_status,6%," 501,043.69 ",31,0,31,31,6%
PF00006360,DSK00005182,OFF00001001,D,4/8/2011," 169,840,000 ",Z,0.00984,EUR,," 169,088,921 ",4/8/2011,no_in_code,5/9/2011,E,no_hedge_value,no_status,6%," 751,079.09 ",31,0,31,31,6%
PF00006361,DSK00005182,OFF00001001,D,4/8/2011," 178,200,000 ",Z,0.00984,EUR,," 177,411,951 ",4/8/2011,no_in_code,5/9/2011,E,no_hedge_value,no_status,6%," 788,049.30 ",31,0,31,31,6%
PF00006362,DSK00005182,OFF00001001,D,4/8/2011," 125,400,000 ",Z,0.00984,EUR,," 124,845,447 ",4/8/2011,no_in_code,5/9/2011,E,no_hedge_value,no_status,6%," 554,553.21 ",31,0,31,31,6%
PF00006364,DSK00005183,OFF00001001,D,4/11/2011," 11,000,000 ",Z,0.00984,EUR,," 10,953,007 ",4/11/2011,no_in_code,5/11/2011,E,no_hedge_value,no_status,6%," 46,992.90 ",30,0,30,30,6%
PF00006366,DSK00005185,OFF00001002,C,4/11/2011," 30,910,000 ",M,0.00984,CHF,0.482619048," 30,885,959 ",4/11/2011,no_in_code,6/30/2011,E,no_hedge_value,TRUE,0%," 24,041.11 ",80,0,80,80,0%
PF00006371,DSK00005188,OFF00001001,D,4/12/2011," 46,200,000 ",Z,0.00984,EUR,," 46,002,253 ",4/12/2011,no_in_code,5/12/2011,E,no_hedge_value,no_status,6%," 197,746.67 ",30,0,30,30,6%
PF00006372,DSK00005189,OFF00001001,D,4/12/2011," 15,840,000 ",Z,0.00984,EUR,," 15,772,201 ",4/12/2011,no_in_code,5/12/2011,E,no_hedge_value,no_status,6%," 67,798.86 ",30,0,30,30,6%
PF00006375,DSK00005190,OFF00001001,A,4/13/2011," 168,124,000 ",T,0.00984,USD,0.660047619," 167,961,637 ",4/12/2011,no_in_code,5/13/2011,A,no_hedge_value,TRUE,1%," 162,362.92 ",31,-1,30,31,1%
PF00006377,DSK00005191,OFF00001002,C,4/12/2011," 81,455,000 ",M,0.00984,CHF,0.482619048," 81,380,876 ",4/12/2011,no_in_code,7/13/2011,E,no_hedge_value,TRUE,0%," 74,124.05 ",92,0,92,92,0%
PF00006378,DSK00005192,OFF00001002,C,4/12/2011," 34,837,000 ",M,0.00984,CHF,0.482619048," 34,816,562 ",4/12/2011,no_in_code,6/16/2011,E,no_hedge_value,TRUE,0%," 20,437.71 ",65,0,65,65,0%
PF00006380,DSK00005194,OFF00001002,C,4/13/2011," 35,178,000 ",M,0.00984,CHF,0.482619048," 35,157,685 ",4/13/2011,no_in_code,6/16/2011,E,no_hedge_value,TRUE,0%," 20,315.30 ",64,0,64,64,0%
PF00006381,DSK00005195,OFF00001001,A,4/14/2011," 66,000,000 ",T,0.00984,USD,0.660047619," 65,935,713 ",4/14/2011,no_in_code,5/18/2011,A,no_hedge_value,TRUE,1%," 64,287.32 ",34,0,34,34,1%
PF00006382,DSK00005195,OFF00001001,A,4/15/2011," 50,600,000 ",T,0.00984,USD,0.660047619," 50,550,713 ",4/14/2011,no_in_code,5/18/2011,A,no_hedge_value,TRUE,1%," 49,286.95 ",34,-1,33,34,1%
PF00006385,DSK00005196,OFF00001002,B,4/14/2011," 77,000,000 ",T,0.00984,USD,0.660047619," 76,927,496 ",4/14/2011,no_in_code,5/17/2011,B,no_hedge_value,TRUE,1%," 72,504.16 ",33,0,33,33,1%
PF00006386,DSK00005196,OFF00001002,B,4/14/2011," 23,540,000 ",N,0.00984,GBP,1.370523333," 23,528,036 ",4/14/2011,no_in_code,5/17/2011,C,no_hedge_value,TRUE,1%," 11,963.85 ",33,0,33,33,1%
PF00006389,DSK00005197,OFF00001002,C,4/14/2011," 96,030,000 ",M,0.00984,CHF,0.482619048," 96,022,078 ",4/14/2011,no_in_code,4/26/2011,E,no_hedge_value,TRUE,0%," 7,922.47 ",12,0,12,12,0%
PF00006390,DSK00005197,OFF00001002,C,4/14/2011," 65,373,000 ",M,0.00984,CHF,0.482619048," 65,367,407 ",4/14/2011,no_in_code,4/26/2011,E,no_hedge_value,TRUE,0%," 5,593.02 ",12,0,12,12,0%
PF00006391,DSK00005198,OFF00001002,C,4/14/2011," 159,104,000 ",M,0.00984,CHF,0.482619048," 159,089,150 ",4/14/2011,no_in_code,4/27/2011,E,no_hedge_value,TRUE,0%," 14,849.71 ",13,0,13,13,0%
PF00006392,DSK00005198,OFF00001002,C,4/14/2011," 97,207,000 ",M,0.00984,CHF,0.482619048," 97,197,927 ",4/14/2011,no_in_code,4/27/2011,E,no_hedge_value,TRUE,0%," 9,072.65 ",13,0,13,13,0%
PF00006394,DSK00005200,OFF00001002,C,4/14/2011," 43,582,000 ",M,0.00984,CHF,0.482619048," 43,574,882 ",4/14/2011,no_in_code,5/6/2011,E,no_hedge_value,TRUE,0%," 7,118.39 ",22,0,22,22,0%
PF00006396,DSK00005202,OFF00001001,D,4/15/2011," 11,110,000 ",Z,0.00984,EUR,," 11,060,775 ",4/15/2011,no_in_code,5/16/2011,E,no_hedge_value,no_status,6%," 49,224.99 ",31,0,31,31,6%
PF00006397,DSK00005202,OFF00001001,D,4/15/2011," 33,000,000 ",Z,0.00984,EUR,," 32,853,787 ",4/15/2011,no_in_code,5/16/2011,E,no_hedge_value,no_status,6%," 146,212.85 ",31,0,31,31,6%
PF00006398,DSK00005203,OFF00001001,D,4/15/2011," 162,910,000 ",Z,0.00984,EUR,," 162,188,196 ",4/15/2011,no_in_code,5/16/2011,E,no_hedge_value,no_status,6%," 721,804.12 ",31,0,31,31,6%
PF00006400,DSK00005205,OFF00001002,C,4/15/2011," 47,685,000 ",M,0.00984,CHF,0.482619048," 47,656,177 ",4/15/2011,no_in_code,6/21/2011,E,no_hedge_value,TRUE,0%," 28,822.93 ",67,0,67,67,0%
PF00006403,DSK00005195,OFF00001002,C,4/15/2011," 33,330,000 ",M,0.00984,CHF,0.482619048," 33,321,945 ",4/15/2011,no_in_code,5/18/2011,E,no_hedge_value,TRUE,0%," 8,054.75 ",33,0,33,33,0%
PF00006406,DSK00005208,OFF00001002,C,4/19/2011," 24,739,000 ",M,0.00984,CHF,0.482619048," 24,724,748 ",4/19/2011,no_in_code,6/20/2011,E,no_hedge_value,TRUE,0%," 14,252.41 ",62,0,62,62,0%
PF00006407,DSK00005209,OFF00001002,C,4/21/2011," 161,810,000 ",M,0.00984,CHF,0.482619048," 161,801,820 ",4/21/2011,no_in_code,5/3/2011,E,no_hedge_value,TRUE,0%," 8,180.39 ",12,0,12,12,0%
PF00006408,DSK00005209,OFF00001002,C,4/21/2011," 96,030,000 ",M,0.00984,CHF,0.482619048," 96,025,145 ",4/21/2011,no_in_code,5/3/2011,E,no_hedge_value,TRUE,0%," 4,854.85 ",12,0,12,12,0%
PF00006409,DSK00005209,OFF00001002,C,4/21/2011," 209,000,000 ",M,0.00984,CHF,0.482619048," 208,989,434 ",4/21/2011,no_in_code,5/3/2011,E,no_hedge_value,TRUE,0%," 10,566.11 ",12,0,12,12,0%
PF00006411,DSK00005210,OFF00001002,C,4/21/2011," 120,505,000 ",M,0.00984,CHF,0.482619048," 120,443,777 ",4/21/2011,no_in_code,6/24/2011,E,no_hedge_value,TRUE,0%," 61,223.23 ",64,0,64,64,0%
PF00006416,DSK00005213,OFF00001001,D,4/18/2011," 210,100,000 ",Z,0.00984,EUR,," 209,232,231 ",4/27/2011,no_in_code,5/17/2011,E,no_hedge_value,no_status,6%," 867,769.18 ",20,9,29,20,6%
PF00006417,DSK00005213,OFF00001001,D,4/18/2011," 84,700,000 ",Z,0.00984,EUR,," 84,350,166 ",4/27/2011,no_in_code,5/17/2011,E,no_hedge_value,no_status,6%," 349,833.65 ",20,9,29,20,6%
PF00006518,DSK00005264,OFF00001002,C,5/26/2011," 60,104,000 ",M,0.01244,CHF,0.495492727," 60,100,160 ",5/26/2011,no_in_code,6/6/2011,E,no_hedge_value,TRUE,0%," 3,839.98 ",11,0,11,11,0%
PF00006519,DSK00005264,OFF00001002,C,5/26/2011," 187,011,000 ",M,0.01244,CHF,0.495492727," 186,999,052 ",5/26/2011,no_in_code,6/6/2011,E,no_hedge_value,TRUE,0%," 11,947.93 ",11,0,11,11,0%
PF00006521,DSK00005264,OFF00001002,C,5/26/2011," 176,000,000 ",M,0.01244,CHF,0.495492727," 175,988,756 ",5/26/2011,no_in_code,6/6/2011,E,no_hedge_value,TRUE,0%," 11,244.44 ",11,0,11,11,0%
PF00006522,DSK00005264,OFF00001002,C,5/26/2011," 44,000,000 ",M,0.01244,CHF,0.495492727," 43,997,189 ",5/26/2011,no_in_code,6/6/2011,E,no_hedge_value,TRUE,0%," 2,811.11 ",11,0,11,11,0%
PF00006524,DSK00005265,OFF00001002,C,5/26/2011," 116,919,000 ",M,0.01244,CHF,0.495492727," 116,910,783 ",5/26/2011,no_in_code,6/7/2011,E,no_hedge_value,TRUE,0%," 8,216.81 ",12,0,12,12,0%
PF00006525,DSK00005265,OFF00001002,C,5/26/2011," 94,292,000 ",M,0.01244,CHF,0.495492727," 94,285,373 ",5/26/2011,no_in_code,6/7/2011,E,no_hedge_value,TRUE,0%," 6,626.63 ",12,0,12,12,0%
PF00006535,DSK00005271,OFF00001002,C,6/3/2011," 145,684,000 ",M,0.01223,CHF,0.537880455," 145,680,601 ",6/3/2011,no_in_code,6/10/2011,E,no_hedge_value,TRUE,0%," 3,399.29 ",7,0,7,7,0%
PF00006536,DSK00005271,OFF00001002,C,6/3/2011," 176,000,000 ",M,0.01223,CHF,0.537880455," 175,995,893 ",6/3/2011,no_in_code,6/10/2011,E,no_hedge_value,TRUE,0%," 4,106.67 ",7,0,7,7,0%
PF00006537,DSK00005271,OFF00001002,C,6/3/2011," 165,000,000 ",M,0.01223,CHF,0.537880455," 164,996,150 ",6/3/2011,no_in_code,6/10/2011,E,no_hedge_value,TRUE,0%," 3,850.00 ",7,0,7,7,0%
PF00006538,DSK00005271,OFF00001002,C,6/3/2011," 54,263,000 ",M,0.01223,CHF,0.537880455," 54,261,734 ",6/3/2011,no_in_code,6/10/2011,E,no_hedge_value,TRUE,0%," 1,266.14 ",7,0,7,7,0%
PF00006571,DSK00005292,OFF00001001,D,6/14/2011," 90,750,000 ",Z,0.01223,EUR,," 90,388,742 ",6/14/2011,no_in_code,7/12/2011,E,no_hedge_value,no_status,6%," 361,257.80 ",28,0,28,28,6%
PF00006572,DSK00005292,OFF00001001,D,6/14/2011," 44,000,000 ",Z,0.01223,EUR,," 43,824,845 ",6/14/2011,no_in_code,7/12/2011,E,no_hedge_value,no_status,6%," 175,155.30 ",28,0,28,28,6%
PF00006573,DSK00005293,OFF00001001,D,6/14/2011," 13,530,000 ",Z,0.01223,EUR,," 13,476,140 ",6/14/2011,no_in_code,7/12/2011,E,no_hedge_value,no_status,6%," 53,860.25 ",28,0,28,28,6%
PF00006574,DSK00005293,OFF00001001,D,6/14/2011," 27,500,000 ",Z,0.01223,EUR,," 27,390,528 ",6/14/2011,no_in_code,7/12/2011,E,no_hedge_value,no_status,6%," 109,472.06 ",28,0,28,28,6%
PF00006575,DSK00005293,OFF00001001,D,6/14/2011," 66,000,000 ",Z,0.01223,EUR,," 65,737,267 ",6/14/2011,no_in_code,7/12/2011,E,no_hedge_value,no_status,6%," 262,732.95 ",28,0,28,28,6%
PF00006603,DSK00005304,OFF00001001,D,6/17/2011," 84,700,000 ",Z,0.01223,EUR,," 84,324,007 ",6/17/2011,no_in_code,7/18/2011,E,no_hedge_value,no_status,6%," 375,992.66 ",31,0,31,31,6%
PF00006671,DSK00005334,OFF00001002,C,6/28/2011," 16,500,000 ",M,0.01223,CHF,0.537880455," 16,499,505 ",6/28/2011,no_in_code,7/1/2011,E,no_hedge_value,TRUE,0%, 495.00 ,3,0,3,3,0%
PF00006673,DSK00005336,OFF00001002,C,6/28/2011," 275,000,000 ",M,0.01223,CHF,0.537880455," 274,998,014 ",6/28/2011,no_in_code,6/29/2011,E,no_hedge_value,TRUE,0%," 1,986.11 ",1,0,1,1,0%
PF00006681,DSK00005338,OFF00001002,C,6/29/2011," 3,300,000 ",M,0.01223,CHF,0.537880455," 3,299,073 ",6/29/2011,no_in_code,7/29/2011,E,no_hedge_value,TRUE,0%, 926.75 ,30,0,30,30,0%
PF00006682,DSK00005339,OFF00001001,A,6/29/2011," 55,000,000 ",T,0.01223,USD,0.726875," 54,998,182 ",6/29/2011,no_in_code,6/30/2011,A,no_hedge_value,TRUE,1%," 1,818.00 ",1,0,1,1,1%
PF00006677,DSK00005336,OFF00001001,A,6/28/2011," 110,000,000 ",T,0.01223,USD,0.726875," 109,996,761 ",6/28/2011,no_in_code,6/29/2011,A,no_hedge_value,TRUE,1%," 3,238.79 ",1,0,1,1,1%
PF00006678,DSK00005336,OFF00001001,A,6/28/2011," 70,950,000 ",T,0.01223,USD,0.726875," 70,947,911 ",6/28/2011,no_in_code,6/29/2011,A,no_hedge_value,TRUE,1%," 2,089.02 ",1,0,1,1,1%
PF00006685,DSK00005339,OFF00001002,C,6/29/2011," 385,000,000 ",M,0.01223,CHF,0.537880455," 384,997,219 ",6/29/2011,no_in_code,6/30/2011,E,no_hedge_value,TRUE,0%," 2,780.56 ",1,0,1,1,0%
PF00006687,DSK00005341,OFF00001002,C,6/29/2011," 440,000,000 ",M,0.01223,CHF,0.537880455," 439,947,567 ",6/29/2011,no_in_code,7/12/2011,E,no_hedge_value,TRUE,0%," 52,433.33 ",13,0,13,13,0%
PF00006688,DSK00005343,OFF00001002,C,6/30/2011," 440,000,000 ",M,0.01223,CHF,0.537880455," 439,949,155 ",6/30/2011,no_in_code,7/12/2011,E,no_hedge_value,TRUE,0%," 50,844.63 ",12,0,12,12,0%
PF00006689,DSK00005344,OFF00001002,C,6/30/2011," 110,000,000 ",M,0.01223,CHF,0.537880455," 109,994,714 ",6/30/2011,no_in_code,7/5/2011,E,no_hedge_value,TRUE,0%," 5,286.13 ",5,0,5,5,0%
PF00006690,DSK00005345,OFF00001002,C,6/30/2011," 137,500,000 ",M,0.01223,CHF,0.537880455," 137,498,243 ",6/30/2011,no_in_code,7/1/2011,E,no_hedge_value,TRUE,1%," 1,756.95 ",1,0,1,1,1%
PF00006691,DSK00005345,OFF00001001,A,6/30/2011," 55,000,000 ",T,0.01223,USD,0.726875," 54,996,777 ",6/30/2011,no_in_code,7/1/2011,A,no_hedge_value,TRUE,3%," 3,223.42 ",1,0,1,1,3%
PF00006695,DSK00005345,OFF00001002,C,6/30/2011," 35,783,000 ",M,0.01223,CHF,0.537880455," 35,782,742 ",6/30/2011,no_in_code,7/1/2011,E,no_hedge_value,TRUE,0%, 258.43 ,1,0,1,1,0%
PF00006424,DSK00005217,OFF00001002,C,5/2/2011," 165,000,000 ",M,0.01244,CHF,0.495492727," 164,997,250 ",5/2/2011,no_in_code,5/6/2011,E,no_hedge_value,TRUE,0%," 2,750.00 ",4,0,4,4,0%
PF00006425,DSK00005217,OFF00001002,C,5/2/2011," 209,000,000 ",M,0.01244,CHF,0.495492727," 208,996,517 ",5/2/2011,no_in_code,5/6/2011,E,no_hedge_value,TRUE,0%," 3,483.33 ",4,0,4,4,0%
PF00006434,DSK00005222,OFF00001002,C,5/3/2011," 17,248,000 ",M,0.01244,CHF,0.495492727," 17,246,879 ",5/3/2011,no_in_code,5/13/2011,E,no_hedge_value,TRUE,0%," 1,121.12 ",10,0,10,10,0%
PF00006435,DSK00005224,OFF00001002,B,5/6/2011," 55,000,000 ",N,0.01244,GBP,1.441392273," 54,970,632 ",5/5/2011,no_in_code,6/8/2011,C,no_hedge_value,TRUE,1%," 29,367.87 ",34,-1,33,34,1%
PF00006438,DSK00005225,OFF00001002,C,5/5/2011," 187,000,000 ",M,0.01244,CHF,0.495492727," 186,991,637 ",5/5/2011,no_in_code,5/13/2011,E,no_hedge_value,TRUE,0%," 8,363.06 ",8,0,8,8,0%
PF00006439,DSK00005225,OFF00001002,C,5/5/2011," 109,648,000 ",M,0.01244,CHF,0.495492727," 109,643,096 ",5/5/2011,no_in_code,5/13/2011,E,no_hedge_value,TRUE,0%," 4,903.70 ",8,0,8,8,0%
PF00006440,DSK00005225,OFF00001002,C,5/5/2011," 49,500,000 ",M,0.01244,CHF,0.495492727," 49,497,786 ",5/5/2011,no_in_code,5/13/2011,E,no_hedge_value,TRUE,0%," 2,213.75 ",8,0,8,8,0%
PF00006441,DSK00005226,OFF00001002,C,5/5/2011," 159,951,000 ",M,0.01244,CHF,0.495492727," 159,825,661 ",5/5/2011,no_in_code,8/5/2011,E,no_hedge_value,TRUE,0%," 125,339.38 ",92,0,92,92,0%
PF00006442,DSK00005227,OFF00001002,C,5/6/2011," 15,147,000 ",M,0.01244,CHF,0.495492727," 15,145,936 ",5/6/2011,no_in_code,5/20/2011,E,no_hedge_value,TRUE,0%," 1,064.50 ",14,0,14,14,0%
PF00006443,DSK00005228,OFF00001002,C,5/9/2011," 36,300,000 ",M,0.01244,CHF,0.495492727," 36,292,105 ",5/6/2011,no_in_code,6/7/2011,E,no_hedge_value,TRUE,0%," 7,895.25 ",32,-3,29,32,0%
PF00006444,DSK00005233,OFF00001002,C,5/6/2011," 54,098,000 ",M,0.01244,CHF,0.495492727," 54,057,006 ",5/6/2011,no_in_code,8/5/2011,E,no_hedge_value,TRUE,0%," 40,994.26 ",91,0,91,91,0%
PF00006447,DSK00005231,OFF00001002,C,5/6/2011," 77,000,000 ",M,0.01244,CHF,0.495492727," 76,967,746 ",5/6/2011,no_in_code,6/30/2011,E,no_hedge_value,TRUE,0%," 32,254.44 ",55,0,55,55,0%
PF00006448,DSK00005232,OFF00001002,C,5/6/2011," 9,900,000 ",M,0.01244,CHF,0.495492727," 9,897,698 ",5/6/2011,no_in_code,6/10/2011,E,no_hedge_value,TRUE,0%," 2,301.75 ",35,0,35,35,0%
PF00006449,DSK00005232,OFF00001001,A,5/9/2011," 56,595,000 ",T,0.01244,USD,0.671954546," 56,533,175 ",5/6/2011,no_in_code,6/10/2011,A,no_hedge_value,TRUE,2%," 61,825.31 ",35,-3,32,35,2%
PF00006460,DSK00005238,OFF00001001,A,5/11/2011," 9,900,000 ",T,0.01244,USD,0.671954546," 9,889,073 ",5/11/2011,no_in_code,6/16/2011,A,no_hedge_value,TRUE,1%," 10,927.43 ",36,0,36,36,1%
PF00006461,DSK00005239,OFF00001001,A,5/11/2011," 28,061,000 ",T,0.01244,USD,0.671954546," 28,031,847 ",5/11/2011,no_in_code,6/14/2011,A,no_hedge_value,TRUE,1%," 29,153.12 ",34,0,34,34,1%
PF00006468,DSK00005242,OFF00001002,C,5/12/2011," 176,000,000 ",M,0.01244,CHF,0.495492727," 175,992,471 ",5/12/2011,no_in_code,5/20/2011,E,no_hedge_value,TRUE,0%," 7,528.89 ",8,0,8,8,0%
PF00006470,DSK00005242,OFF00001002,C,5/12/2011," 165,000,000 ",M,0.01244,CHF,0.495492727," 164,992,942 ",5/12/2011,no_in_code,5/20/2011,E,no_hedge_value,TRUE,0%," 7,058.33 ",8,0,8,8,0%
