start_date,creation_date,sell_date,create-sell,start-create,start-sell
9/6/2011,9/6/2011,9/13/2011,7,0,7
9/6/2011,9/6/2011,9/15/2011,9,0,9
9/6/2011,9/6/2011,9/15/2011,9,0,9
9/6/2011,9/6/2011,9/19/2011,13,0,13
9/7/2011,9/7/2011,9/13/2011,6,0,6
9/7/2011,9/7/2011,9/13/2011,6,0,6
9/22/2011,9/22/2011,9/23/2011,1,0,1
9/26/2011,9/26/2011,9/27/2011,1,0,1
9/26/2011,9/26/2011,9/27/2011,1,0,1
9/26/2011,9/26/2011,9/27/2011,1,0,1
9/26/2011,9/26/2011,9/27/2011,1,0,1
9/26/2011,9/26/2011,9/27/2011,1,0,1
9/27/2011,9/27/2011,10/5/2011,8,0,8
9/27/2011,9/27/2011,9/28/2011,1,0,1
9/28/2011,9/28/2011,10/6/2011,8,0,8
9/28/2011,9/28/2011,10/21/2011,23,0,23
9/29/2011,9/29/2011,9/30/2011,1,0,1
10/3/2011,9/29/2011,10/10/2011,11,-4,7
9/29/2011,9/29/2011,10/21/2011,22,0,22
9/29/2011,9/29/2011,9/30/2011,1,0,1
9/29/2011,9/29/2011,9/30/2011,1,0,1
9/29/2011,9/29/2011,9/30/2011,1,0,1
9/29/2011,9/29/2011,9/30/2011,1,0,1
9/29/2011,9/29/2011,9/30/2011,1,0,1
9/29/2011,9/29/2011,9/30/2011,1,0,1
9/30/2011,9/30/2011,10/3/2011,3,0,3
9/30/2011,9/30/2011,10/3/2011,3,0,3
9/30/2011,9/30/2011,10/3/2011,3,0,3
9/30/2011,9/30/2011,10/3/2011,3,0,3
9/30/2011,9/30/2011,10/3/2011,3,0,3
10/4/2011,10/4/2011,10/5/2011,1,0,1
10/5/2011,10/4/2011,10/12/2011,8,-1,7
10/4/2011,10/4/2011,10/5/2011,1,0,1
10/4/2011,10/4/2011,10/5/2011,1,0,1
10/4/2011,10/4/2011,10/5/2011,1,0,1
10/4/2011,10/4/2011,10/5/2011,1,0,1
10/4/2011,10/4/2011,10/5/2011,1,0,1
10/5/2011,10/5/2011,10/6/2011,1,0,1
10/5/2011,10/5/2011,10/6/2011,1,0,1
10/5/2011,10/5/2011,10/6/2011,1,0,1
10/5/2011,10/5/2011,10/12/2011,7,0,7
10/5/2011,10/5/2011,10/6/2011,1,0,1
9/16/2011,9/16/2011,9/19/2011,3,0,3
9/16/2011,9/16/2011,9/19/2011,3,0,3
10/3/2011,10/3/2011,10/12/2011,9,0,9
10/3/2011,10/3/2011,10/12/2011,9,0,9
10/4/2011,10/4/2011,10/12/2011,8,0,8
10/4/2011,10/4/2011,10/10/2011,6,0,6
10/4/2011,10/4/2011,11/3/2011,30,0,30
10/4/2011,10/4/2011,11/3/2011,30,0,30
10/6/2011,10/6/2011,10/7/2011,1,0,1
10/4/2011,10/4/2011,10/13/2011,9,0,9
10/5/2011,10/5/2011,10/6/2011,1,0,1
10/6/2011,10/6/2011,10/7/2011,1,0,1
10/6/2011,10/6/2011,10/7/2011,1,0,1
10/6/2011,10/6/2011,10/7/2011,1,0,1
10/7/2011,10/6/2011,11/7/2011,32,-1,31
10/10/2011,10/6/2011,10/17/2011,11,-4,7
10/7/2011,10/7/2011,10/10/2011,3,0,3
10/7/2011,10/7/2011,11/7/2011,31,0,31
10/11/2011,10/7/2011,10/18/2011,11,-4,7
10/7/2011,10/7/2011,10/11/2011,4,0,4
10/7/2011,10/7/2011,10/11/2011,4,0,4
10/7/2011,10/7/2011,10/11/2011,4,0,4
10/7/2011,10/7/2011,10/10/2011,3,0,3
10/10/2011,10/10/2011,10/17/2011,7,0,7
10/12/2011,10/11/2011,11/14/2011,34,-1,33
10/12/2011,10/11/2011,10/19/2011,8,-1,7
10/11/2011,10/11/2011,10/12/2011,1,0,1
10/11/2011,10/11/2011,10/12/2011,1,0,1
10/11/2011,10/11/2011,10/12/2011,1,0,1
10/11/2011,10/11/2011,10/13/2011,2,0,2
10/11/2011,10/11/2011,10/12/2011,1,0,1
10/11/2011,10/11/2011,10/12/2011,1,0,1
10/11/2011,10/11/2011,10/12/2011,1,0,1
10/12/2011,10/12/2011,10/13/2011,1,0,1
10/12/2011,10/12/2011,10/13/2011,1,0,1
10/12/2011,10/12/2011,10/13/2011,1,0,1
10/12/2011,10/12/2011,10/13/2011,1,0,1
10/12/2011,10/12/2011,10/13/2011,1,0,1
10/12/2011,10/12/2011,10/13/2011,1,0,1
10/13/2011,10/13/2011,10/18/2011,5,0,5
10/13/2011,10/13/2011,10/27/2011,14,0,14
10/17/2011,10/13/2011,11/17/2011,35,-4,31
10/17/2011,10/13/2011,10/18/2011,5,-4,1
10/6/2011,10/6/2011,10/7/2011,1,0,1
10/6/2011,10/6/2011,10/7/2011,1,0,1
10/6/2011,10/6/2011,10/7/2011,1,0,1
10/10/2011,10/10/2011,10/11/2011,1,0,1
10/10/2011,10/10/2011,10/11/2011,1,0,1
10/10/2011,10/10/2011,10/11/2011,1,0,1
10/11/2011,10/11/2011,11/7/2011,27,0,27
10/11/2011,10/11/2011,11/7/2011,27,0,27
10/12/2011,10/11/2011,10/19/2011,8,-1,7
10/14/2011,10/14/2011,12/5/2011,52,0,52
10/14/2011,10/14/2011,10/17/2011,3,0,3
10/14/2011,10/14/2011,10/17/2011,3,0,3
10/18/2011,10/14/2011,10/25/2011,11,-4,7
10/17/2011,10/17/2011,11/15/2011,29,0,29
10/17/2011,10/17/2011,10/25/2011,8,0,8
10/17/2011,10/17/2011,10/24/2011,7,0,7
10/19/2011,10/17/2011,11/21/2011,35,-2,33
10/19/2011,10/17/2011,10/26/2011,9,-2,7
10/17/2011,10/17/2011,10/28/2011,11,0,11
10/17/2011,10/17/2011,10/18/2011,1,0,1
10/17/2011,10/17/2011,10/18/2011,1,0,1
10/17/2011,10/17/2011,10/18/2011,1,0,1
10/17/2011,10/17/2011,10/18/2011,1,0,1
10/17/2011,10/17/2011,10/18/2011,1,0,1
10/18/2011,10/18/2011,11/16/2011,29,0,29
10/18/2011,10/18/2011,11/16/2011,29,0,29
10/18/2011,10/18/2011,10/19/2011,1,0,1
10/19/2011,10/18/2011,10/26/2011,8,-1,7
10/18/2011,10/18/2011,10/19/2011,1,0,1
10/18/2011,10/18/2011,10/19/2011,1,0,1
10/18/2011,10/18/2011,10/19/2011,1,0,1
10/18/2011,10/18/2011,10/19/2011,1,0,1
10/18/2011,10/18/2011,10/19/2011,1,0,1
10/18/2011,10/18/2011,10/19/2011,1,0,1
10/19/2011,10/19/2011,11/21/2011,33,0,33
10/19/2011,10/19/2011,10/26/2011,7,0,7
10/19/2011,10/19/2011,10/26/2011,7,0,7
9/22/2011,9/22/2011,10/12/2011,20,0,20
9/22/2011,9/22/2011,9/19/2011,-3,0,-3
9/22/2011,9/22/2011,10/17/2011,25,0,25
9/22/2011,9/22/2011,9/22/2011,0,0,0
9/22/2011,9/22/2011,10/18/2011,26,0,26
9/22/2011,9/22/2011,10/18/2011,26,0,26
9/22/2011,9/22/2011,9/23/2011,1,0,1
9/22/2011,9/22/2011,10/19/2011,27,0,27
9/22/2011,9/22/2011,9/26/2011,4,0,4
9/22/2011,9/22/2011,9/26/2011,4,0,4
9/22/2011,9/22/2011,9/29/2011,7,0,7
9/22/2011,9/22/2011,10/11/2011,19,0,19
9/22/2011,9/22/2011,10/11/2011,19,0,19
9/22/2011,9/22/2011,9/14/2011,-8,0,-8
9/22/2011,9/22/2011,10/12/2011,20,0,20
9/22/2011,9/22/2011,9/19/2011,-3,0,-3
9/22/2011,9/22/2011,9/21/2011,-1,0,-1
9/22/2011,9/22/2011,9/28/2011,6,0,6
9/22/2011,9/22/2011,9/29/2011,7,0,7
10/17/2011,10/17/2011,10/24/2011,7,0,7
10/19/2011,10/19/2011,10/20/2011,1,0,1
10/19/2011,10/19/2011,10/20/2011,1,0,1
10/19/2011,10/19/2011,10/20/2011,1,0,1
10/19/2011,10/19/2011,10/20/2011,1,0,1
10/19/2011,10/19/2011,10/20/2011,1,0,1
10/19/2011,10/19/2011,10/20/2011,1,0,1
10/19/2011,10/19/2011,10/20/2011,1,0,1
10/20/2011,10/20/2011,10/31/2011,11,0,11
10/20/2011,10/20/2011,10/31/2011,11,0,11
10/20/2011,10/20/2011,10/21/2011,1,0,1
10/20/2011,10/20/2011,11/24/2011,35,0,35
10/20/2011,10/20/2011,10/21/2011,1,0,1
10/20/2011,10/20/2011,10/21/2011,1,0,1
10/20/2011,10/20/2011,10/21/2011,1,0,1
10/20/2011,10/20/2011,10/21/2011,1,0,1
10/20/2011,10/20/2011,10/21/2011,1,0,1
9/22/2011,9/22/2011,9/30/2011,8,0,8
9/26/2011,9/26/2011,9/27/2011,1,0,1
9/27/2011,9/27/2011,10/3/2011,6,0,6
9/27/2011,9/27/2011,9/28/2011,1,0,1
9/27/2011,9/27/2011,9/28/2011,1,0,1
9/27/2011,9/27/2011,9/28/2011,1,0,1
9/27/2011,9/27/2011,9/28/2011,1,0,1
9/27/2011,9/27/2011,9/28/2011,1,0,1
9/28/2011,9/28/2011,9/29/2011,1,0,1
9/27/2011,9/27/2011,9/28/2011,1,0,1
9/27/2011,9/27/2011,9/28/2011,1,0,1
9/27/2011,9/27/2011,9/28/2011,1,0,1
9/30/2011,9/28/2011,10/28/2011,30,-2,28
9/28/2011,9/28/2011,10/28/2011,30,0,30
10/3/2011,9/28/2011,10/28/2011,30,-5,25
9/28/2011,9/28/2011,10/11/2011,13,0,13
9/28/2011,9/28/2011,9/29/2011,1,0,1
9/28/2011,9/28/2011,9/29/2011,1,0,1
9/28/2011,9/28/2011,9/29/2011,1,0,1
9/28/2011,9/28/2011,9/29/2011,1,0,1
9/28/2011,9/28/2011,9/29/2011,1,0,1
9/28/2011,9/28/2011,9/29/2011,1,0,1
9/28/2011,9/28/2011,9/29/2011,1,0,1
10/4/2011,10/4/2011,10/11/2011,7,0,7
10/6/2011,10/4/2011,10/13/2011,9,-2,7
10/12/2011,10/12/2011,11/14/2011,33,0,33
10/12/2011,10/12/2011,11/14/2011,33,0,33
10/12/2011,10/12/2011,10/19/2011,7,0,7
10/12/2011,10/12/2011,11/14/2011,33,0,33
10/12/2011,10/12/2011,10/19/2011,7,0,7
10/21/2011,10/21/2011,11/1/2011,11,0,11
10/25/2011,10/21/2011,10/31/2011,10,-4,6
10/21/2011,10/21/2011,10/24/2011,3,0,3
10/21/2011,10/21/2011,10/24/2011,3,0,3
10/21/2011,10/21/2011,10/24/2011,3,0,3
10/21/2011,10/21/2011,10/24/2011,3,0,3
10/21/2011,10/21/2011,10/24/2011,3,0,3
9/22/2011,9/22/2011,9/23/2011,1,0,1
9/22/2011,9/22/2011,9/23/2011,1,0,1
9/22/2011,9/22/2011,9/23/2011,1,0,1
9/29/2011,9/29/2011,10/7/2011,8,0,8
9/23/2011,9/23/2011,9/26/2011,3,0,3
9/23/2011,9/23/2011,9/26/2011,3,0,3
9/23/2011,9/23/2011,9/26/2011,3,0,3
9/23/2011,9/23/2011,9/26/2011,3,0,3
9/23/2011,9/23/2011,9/26/2011,3,0,3
9/23/2011,9/23/2011,9/26/2011,3,0,3
9/23/2011,9/23/2011,9/26/2011,3,0,3
9/23/2011,9/23/2011,9/26/2011,3,0,3
9/23/2011,9/23/2011,9/26/2011,3,0,3
10/3/2011,10/3/2011,10/12/2011,9,0,9
10/3/2011,10/3/2011,10/4/2011,1,0,1
10/3/2011,10/3/2011,10/4/2011,1,0,1
10/3/2011,10/3/2011,10/4/2011,1,0,1
10/3/2011,10/3/2011,10/4/2011,1,0,1
10/3/2011,10/3/2011,10/4/2011,1,0,1
10/3/2011,10/3/2011,10/4/2011,1,0,1
10/3/2011,10/3/2011,10/4/2011,1,0,1
10/4/2011,10/4/2011,11/3/2011,30,0,30
10/4/2011,10/4/2011,11/3/2011,30,0,30
10/4/2011,10/4/2011,10/10/2011,6,0,6
10/5/2011,10/5/2011,10/21/2011,16,0,16
10/5/2011,10/5/2011,11/8/2011,34,0,34
10/5/2011,10/5/2011,10/6/2011,1,0,1
10/5/2011,10/5/2011,10/6/2011,1,0,1
10/5/2011,10/5/2011,10/6/2011,1,0,1
10/5/2011,10/5/2011,10/6/2011,1,0,1
10/6/2011,10/6/2011,10/10/2011,4,0,4
10/10/2011,10/10/2011,11/10/2011,31,0,31
10/10/2011,10/10/2011,11/10/2011,31,0,31
10/12/2011,10/12/2011,10/17/2011,5,0,5
10/13/2011,10/13/2011,10/14/2011,1,0,1
10/13/2011,10/13/2011,10/14/2011,1,0,1
10/13/2011,10/13/2011,10/14/2011,1,0,1
10/13/2011,10/13/2011,10/14/2011,1,0,1
10/13/2011,10/13/2011,10/14/2011,1,0,1
10/13/2011,10/13/2011,10/14/2011,1,0,1
10/14/2011,10/14/2011,10/17/2011,3,0,3
10/14/2011,10/14/2011,10/17/2011,3,0,3
10/14/2011,10/14/2011,10/17/2011,3,0,3
10/14/2011,10/14/2011,10/17/2011,3,0,3
10/14/2011,10/14/2011,10/17/2011,3,0,3
10/14/2011,10/14/2011,10/17/2011,3,0,3
9/26/2011,9/22/2011,10/4/2011,12,-4,8
9/19/2011,9/19/2011,9/19/2011,0,0,0
9/19/2011,9/19/2011,9/19/2011,0,0,0
9/19/2011,9/19/2011,10/14/2011,25,0,25
9/19/2011,9/19/2011,10/24/2011,35,0,35
9/19/2011,9/19/2011,9/21/2011,2,0,2
9/19/2011,9/19/2011,9/21/2011,2,0,2
9/19/2011,9/19/2011,9/26/2011,7,0,7
9/19/2011,9/19/2011,9/20/2011,1,0,1
9/19/2011,9/19/2011,9/20/2011,1,0,1
9/19/2011,9/19/2011,9/20/2011,1,0,1
9/19/2011,9/19/2011,9/20/2011,1,0,1
9/19/2011,9/19/2011,9/20/2011,1,0,1
9/20/2011,9/20/2011,10/12/2011,22,0,22
9/20/2011,9/20/2011,9/26/2011,6,0,6
9/20/2011,9/20/2011,9/21/2011,1,0,1
9/20/2011,9/20/2011,9/21/2011,1,0,1
9/20/2011,9/20/2011,9/21/2011,1,0,1
9/20/2011,9/20/2011,9/21/2011,1,0,1
9/20/2011,9/20/2011,9/21/2011,1,0,1
9/20/2011,9/20/2011,9/21/2011,1,0,1
9/20/2011,9/20/2011,9/21/2011,1,0,1
9/21/2011,9/21/2011,10/3/2011,12,0,12
9/21/2011,9/21/2011,9/22/2011,1,0,1
9/21/2011,9/21/2011,9/22/2011,1,0,1
9/22/2011,9/22/2011,10/4/2011,12,0,12
9/22/2011,9/22/2011,9/23/2011,1,0,1
9/22/2011,9/22/2011,9/28/2011,6,0,6
9/22/2011,9/22/2011,9/23/2011,1,0,1
9/22/2011,9/22/2011,9/23/2011,1,0,1
11/21/2011,11/21/2011,11/28/2011,7,0,7
11/28/2011,11/28/2011,11/29/2011,1,0,1
11/28/2011,11/28/2011,11/29/2011,1,0,1
11/28/2011,11/28/2011,11/29/2011,1,0,1
11/28/2011,11/28/2011,11/29/2011,1,0,1
11/28/2011,11/28/2011,11/29/2011,1,0,1
11/29/2011,11/29/2011,11/30/2011,1,0,1
11/29/2011,11/29/2011,11/30/2011,1,0,1
11/29/2011,11/29/2011,11/30/2011,1,0,1
11/29/2011,11/29/2011,11/30/2011,1,0,1
11/29/2011,11/29/2011,11/30/2011,1,0,1
11/29/2011,11/29/2011,11/30/2011,1,0,1
11/29/2011,11/29/2011,11/30/2011,1,0,1
11/30/2011,11/30/2011,12/9/2011,9,0,9
12/2/2011,12/2/2011,12/12/2011,10,0,10
12/2/2011,12/2/2011,12/5/2011,3,0,3
12/5/2011,12/5/2011,12/6/2011,1,0,1
12/5/2011,12/5/2011,12/6/2011,1,0,1
12/6/2011,12/6/2011,12/7/2011,1,0,1
12/6/2011,12/6/2011,12/7/2011,1,0,1
12/6/2011,12/6/2011,12/7/2011,1,0,1
12/7/2011,12/7/2011,12/14/2011,7,0,7
12/7/2011,12/7/2011,12/8/2011,1,0,1
12/7/2011,12/7/2011,12/8/2011,1,0,1
12/7/2011,12/7/2011,12/14/2011,7,0,7
12/7/2011,12/7/2011,12/8/2011,1,0,1
12/7/2011,12/7/2011,12/8/2011,1,0,1
12/8/2011,12/8/2011,12/19/2011,11,0,11
12/12/2011,12/8/2011,12/19/2011,11,-4,7
12/8/2011,12/8/2011,12/9/2011,1,0,1
12/8/2011,12/8/2011,1/17/2012,40,0,40
12/8/2011,12/8/2011,12/9/2011,1,0,1
12/8/2011,12/8/2011,12/9/2011,1,0,1
12/8/2011,12/8/2011,12/9/2011,1,0,1
12/8/2011,12/8/2011,12/9/2011,1,0,1
12/8/2011,12/8/2011,12/9/2011,1,0,1
10/26/2011,10/25/2011,11/2/2011,8,-1,7
10/26/2011,10/25/2011,11/2/2011,8,-1,7
10/26/2011,10/25/2011,11/2/2011,8,-1,7
10/28/2011,10/28/2011,11/3/2011,6,0,6
10/28/2011,10/28/2011,11/8/2011,11,0,11
11/2/2011,11/2/2011,11/10/2011,8,0,8
11/2/2011,11/2/2011,11/9/2011,7,0,7
11/1/2011,11/1/2011,11/2/2011,1,0,1
11/1/2011,11/1/2011,11/8/2011,7,0,7
11/1/2011,11/1/2011,11/8/2011,7,0,7
11/1/2011,11/1/2011,11/2/2011,1,0,1
11/2/2011,11/2/2011,11/3/2011,1,0,1
11/2/2011,11/2/2011,11/3/2011,1,0,1
11/2/2011,11/2/2011,11/3/2011,1,0,1
11/2/2011,11/2/2011,11/3/2011,1,0,1
11/3/2011,11/3/2011,11/11/2011,8,0,8
11/3/2011,11/3/2011,11/4/2011,1,0,1
11/7/2011,11/7/2011,12/7/2011,30,0,30
11/7/2011,11/7/2011,12/7/2011,30,0,30
11/7/2011,11/7/2011,11/14/2011,7,0,7
11/7/2011,11/7/2011,11/8/2011,1,0,1
11/7/2011,11/7/2011,11/8/2011,1,0,1
11/7/2011,11/7/2011,11/8/2011,1,0,1
11/7/2011,11/7/2011,11/8/2011,1,0,1
11/7/2011,11/7/2011,11/8/2011,1,0,1
11/7/2011,11/7/2011,11/8/2011,1,0,1
11/8/2011,11/8/2011,11/9/2011,1,0,1
11/8/2011,11/8/2011,11/9/2011,1,0,1
11/8/2011,11/8/2011,11/9/2011,1,0,1
11/8/2011,11/8/2011,11/9/2011,1,0,1
11/8/2011,11/8/2011,11/9/2011,1,0,1
11/8/2011,11/8/2011,11/9/2011,1,0,1
11/8/2011,11/8/2011,11/9/2011,1,0,1
11/9/2011,11/8/2011,11/14/2011,6,-1,5
11/3/2011,11/3/2011,11/4/2011,1,0,1
11/3/2011,11/3/2011,11/4/2011,1,0,1
11/3/2011,11/3/2011,11/4/2011,1,0,1
11/3/2011,11/3/2011,11/4/2011,1,0,1
11/3/2011,11/3/2011,11/4/2011,1,0,1
11/4/2011,11/4/2011,11/7/2011,3,0,3
11/4/2011,11/4/2011,11/7/2011,3,0,3
11/4/2011,11/4/2011,11/7/2011,3,0,3
11/4/2011,11/4/2011,11/7/2011,3,0,3
11/4/2011,11/4/2011,11/7/2011,3,0,3
11/4/2011,11/4/2011,11/7/2011,3,0,3
11/4/2011,11/4/2011,11/17/2011,13,0,13
11/4/2011,11/4/2011,11/10/2011,6,0,6
11/9/2011,11/8/2011,11/14/2011,6,-1,5
11/8/2011,11/8/2011,11/15/2011,7,0,7
11/8/2011,11/8/2011,11/9/2011,1,0,1
11/8/2011,11/8/2011,11/9/2011,1,0,1
11/8/2011,11/8/2011,11/9/2011,1,0,1
11/14/2011,11/9/2011,12/14/2011,35,-5,30
11/14/2011,11/9/2011,1/16/2012,68,-5,63
11/14/2011,11/9/2011,2/14/2012,97,-5,92
11/9/2011,11/9/2011,11/10/2011,1,0,1
11/9/2011,11/9/2011,11/10/2011,1,0,1
11/9/2011,11/9/2011,11/10/2011,1,0,1
11/9/2011,11/9/2011,11/10/2011,1,0,1
11/9/2011,11/9/2011,11/10/2011,1,0,1
11/10/2011,11/10/2011,12/9/2011,29,0,29
11/10/2011,11/10/2011,11/17/2011,7,0,7
11/10/2011,11/10/2011,11/18/2011,8,0,8
11/10/2011,11/10/2011,11/14/2011,4,0,4
11/16/2011,11/14/2011,11/23/2011,9,-2,7
11/10/2011,11/10/2011,11/14/2011,4,0,4
11/10/2011,11/10/2011,11/14/2011,4,0,4
11/10/2011,11/10/2011,12/7/2011,27,0,27
11/10/2011,11/10/2011,11/14/2011,4,0,4
11/10/2011,11/10/2011,11/14/2011,4,0,4
11/10/2011,11/10/2011,11/14/2011,4,0,4
11/14/2011,11/14/2011,11/15/2011,1,0,1
11/14/2011,11/14/2011,11/15/2011,1,0,1
11/15/2011,11/15/2011,11/22/2011,7,0,7
11/14/2011,11/14/2011,11/15/2011,1,0,1
11/14/2011,11/14/2011,11/15/2011,1,0,1
11/14/2011,11/14/2011,11/15/2011,1,0,1
11/14/2011,11/14/2011,11/15/2011,1,0,1
11/15/2011,11/15/2011,11/21/2011,6,0,6
11/15/2011,11/15/2011,11/28/2011,13,0,13
11/15/2011,11/15/2011,11/16/2011,1,0,1
11/15/2011,11/15/2011,11/16/2011,1,0,1
11/15/2011,11/15/2011,11/16/2011,1,0,1
11/15/2011,11/15/2011,11/16/2011,1,0,1
11/15/2011,11/15/2011,11/16/2011,1,0,1
11/15/2011,11/15/2011,11/16/2011,1,0,1
11/16/2011,11/16/2011,12/16/2011,30,0,30
11/16/2011,11/16/2011,12/16/2011,30,0,30
11/16/2011,11/16/2011,11/23/2011,7,0,7
11/16/2011,11/16/2011,11/24/2011,8,0,8
11/17/2011,11/17/2011,11/18/2011,1,0,1
11/17/2011,11/17/2011,11/18/2011,1,0,1
11/17/2011,11/17/2011,11/18/2011,1,0,1
11/17/2011,11/17/2011,11/18/2011,1,0,1
11/18/2011,11/18/2011,11/21/2011,3,0,3
11/18/2011,11/18/2011,11/21/2011,3,0,3
11/18/2011,11/18/2011,11/21/2011,3,0,3
11/18/2011,11/18/2011,11/21/2011,3,0,3
11/21/2011,11/21/2011,11/22/2011,1,0,1
11/21/2011,11/21/2011,11/22/2011,1,0,1
11/21/2011,11/21/2011,11/22/2011,1,0,1
11/22/2011,11/22/2011,11/23/2011,1,0,1
11/22/2011,11/22/2011,11/23/2011,1,0,1
10/24/2011,10/24/2011,10/31/2011,7,0,7
10/24/2011,10/24/2011,10/25/2011,1,0,1
10/26/2011,10/24/2011,11/2/2011,9,-2,7
10/24/2011,10/24/2011,10/25/2011,1,0,1
10/24/2011,10/24/2011,10/25/2011,1,0,1
10/24/2011,10/24/2011,10/25/2011,1,0,1
10/25/2011,10/25/2011,10/31/2011,6,0,6
10/25/2011,10/25/2011,10/26/2011,1,0,1
10/25/2011,10/25/2011,10/26/2011,1,0,1
10/25/2011,10/25/2011,10/26/2011,1,0,1
10/25/2011,10/25/2011,11/1/2011,7,0,7
10/25/2011,10/25/2011,10/26/2011,1,0,1
10/25/2011,10/25/2011,10/26/2011,1,0,1
10/26/2011,10/26/2011,10/27/2011,1,0,1
10/28/2011,10/26/2011,11/28/2011,33,-2,31
10/26/2011,10/26/2011,10/27/2011,1,0,1
10/26/2011,10/26/2011,10/27/2011,1,0,1
10/26/2011,10/26/2011,10/27/2011,1,0,1
10/26/2011,10/26/2011,10/27/2011,1,0,1
10/26/2011,10/26/2011,10/27/2011,1,0,1
10/27/2011,10/27/2011,10/28/2011,1,0,1
10/27/2011,10/27/2011,10/28/2011,1,0,1
10/27/2011,10/27/2011,10/31/2011,4,0,4
10/27/2011,10/27/2011,10/28/2011,1,0,1
10/27/2011,10/27/2011,10/28/2011,1,0,1
10/28/2011,10/28/2011,10/31/2011,3,0,3
10/28/2011,10/28/2011,10/31/2011,3,0,3
10/28/2011,10/28/2011,10/31/2011,3,0,3
10/28/2011,10/28/2011,10/31/2011,3,0,3
10/28/2011,10/28/2011,10/31/2011,3,0,3
10/28/2011,10/28/2011,10/31/2011,3,0,3
10/31/2011,10/31/2011,11/7/2011,7,0,7
10/31/2011,10/31/2011,11/1/2011,1,0,1
10/31/2011,10/31/2011,11/1/2011,1,0,1
10/31/2011,10/31/2011,11/1/2011,1,0,1
10/31/2011,10/31/2011,11/1/2011,1,0,1
10/31/2011,10/31/2011,11/1/2011,1,0,1
11/1/2011,11/1/2011,11/9/2011,8,0,8
11/1/2011,11/1/2011,11/9/2011,8,0,8
11/1/2011,11/1/2011,11/9/2011,8,0,8
11/7/2011,11/7/2011,11/16/2011,9,0,9
11/7/2011,11/7/2011,11/15/2011,8,0,8
11/15/2011,11/15/2011,11/16/2011,1,0,1
11/17/2011,11/15/2011,12/19/2011,34,-2,32
11/15/2011,11/15/2011,11/16/2011,1,0,1
11/15/2011,11/15/2011,11/16/2011,1,0,1
11/16/2011,11/16/2011,11/23/2011,7,0,7
11/16/2011,11/16/2011,11/17/2011,1,0,1
11/16/2011,11/16/2011,11/23/2011,7,0,7
11/16/2011,11/16/2011,11/17/2011,1,0,1
11/16/2011,11/16/2011,11/17/2011,1,0,1
11/16/2011,11/16/2011,11/17/2011,1,0,1
11/16/2011,11/16/2011,11/17/2011,1,0,1
11/16/2011,11/16/2011,11/17/2011,1,0,1
11/16/2011,11/16/2011,11/17/2011,1,0,1
11/21/2011,11/17/2011,11/28/2011,11,-4,7
11/17/2011,11/17/2011,11/18/2011,1,0,1
11/21/2011,11/17/2011,11/28/2011,11,-4,7
11/17/2011,11/17/2011,11/18/2011,1,0,1
11/17/2011,11/17/2011,11/18/2011,1,0,1
11/17/2011,11/17/2011,11/18/2011,1,0,1
11/21/2011,11/21/2011,12/19/2011,28,0,28
11/21/2011,11/21/2011,11/28/2011,7,0,7
11/22/2011,11/22/2011,11/23/2011,1,0,1
10/31/2011,10/31/2011,11/8/2011,8,0,8
11/14/2011,11/14/2011,12/12/2011,28,0,28
11/22/2011,11/22/2011,11/23/2011,1,0,1
11/17/2011,11/17/2011,11/25/2011,8,0,8
11/17/2011,11/17/2011,11/25/2011,8,0,8
11/22/2011,11/22/2011,12/1/2011,9,0,9
11/24/2011,11/24/2011,12/2/2011,8,0,8
11/25/2011,11/25/2011,12/5/2011,10,0,10
11/25/2011,11/25/2011,12/6/2011,11,0,11
11/25/2011,11/25/2011,12/6/2011,11,0,11
11/25/2011,11/25/2011,11/28/2011,3,0,3
11/25/2011,11/25/2011,11/28/2011,3,0,3
11/25/2011,11/25/2011,11/28/2011,3,0,3
11/25/2011,11/25/2011,11/28/2011,3,0,3
11/25/2011,11/25/2011,11/28/2011,3,0,3
11/25/2011,11/25/2011,11/28/2011,3,0,3
11/25/2011,11/25/2011,11/28/2011,3,0,3
11/28/2011,11/28/2011,12/6/2011,8,0,8
11/28/2011,11/28/2011,11/29/2011,1,0,1
11/29/2011,11/29/2011,12/7/2011,8,0,8
11/30/2011,11/30/2011,12/13/2011,13,0,13
11/30/2011,11/30/2011,12/22/2011,22,0,22
11/30/2011,11/30/2011,12/1/2011,1,0,1
11/30/2011,11/30/2011,12/1/2011,1,0,1
11/30/2011,11/30/2011,12/1/2011,1,0,1
12/1/2011,12/1/2011,12/5/2011,4,0,4
12/1/2011,12/1/2011,12/5/2011,4,0,4
12/1/2011,12/1/2011,12/2/2011,1,0,1
12/1/2011,12/1/2011,12/2/2011,1,0,1
12/1/2011,12/1/2011,12/2/2011,1,0,1
12/1/2011,12/1/2011,12/2/2011,1,0,1
12/1/2011,12/1/2011,12/2/2011,1,0,1
12/1/2011,12/1/2011,12/2/2011,1,0,1
12/1/2011,12/1/2011,12/2/2011,1,0,1
12/1/2011,12/1/2011,12/2/2011,1,0,1
12/1/2011,12/1/2011,12/2/2011,1,0,1
12/1/2011,12/1/2011,12/8/2011,7,0,7
12/5/2011,12/2/2011,12/12/2011,10,-3,7
11/3/2011,11/3/2011,12/5/2011,32,0,32
11/3/2011,11/3/2011,12/5/2011,32,0,32
11/3/2011,11/3/2011,11/11/2011,8,0,8
